Value,Jahr,Primärenergieträger,Einheit
100,1957,Inländischer Bruttoenergieverbrauch = 100%,Anteil in %
16560,1958,Holz und Holzkohle,In TJ
6.132197741159045,1958,Holz und Holzkohle,Anteil in %
63850,1958,Wasserkraft,In TJ
23.64376967228291,1958,Wasserkraft,Anteil in %
"""...""",1958,Müll und Industrieabfälle,In TJ
"""...""",1958,Müll und Industrieabfälle,Anteil in %
77010,1958,Kohle,In TJ
28.51694130716534,1958,Kohle,Anteil in %
119370,1958,Rohöl und Erdölprodukte,In TJ
44.20292538418811,1958,Rohöl und Erdölprodukte,Anteil in %
"""...""",1958,Gas,In TJ
"""...""",1958,Gas,Anteil in %
"""...""",1958,Kernbrennstoffe,In TJ
"""...""",1958,Kernbrennstoffe,Anteil in %
"""...""",1958,Übrige erneuerbare Energien,In TJ
"""...""",1958,Übrige erneuerbare Energien,Anteil in %
276790,1958,Gesamter Energieeinsatz,In TJ
102.4958341047954,1958,Gesamter Energieeinsatz,Anteil in %
-6740,1958,Elektrizität Import / Export-Saldo,In TJ
-2.495834104795408,1958,Elektrizität Import / Export-Saldo,Anteil in %
270050,1958,Inländischer Bruttoenergieverbrauch = 100%,In TJ
100,1958,Inländischer Bruttoenergieverbrauch = 100%,Anteil in %
15110,1959,Holz und Holzkohle,In TJ
5.396621307903854,1959,Holz und Holzkohle,Anteil in %
62610,1959,Wasserkraft,In TJ
22.3615129111754,1959,Wasserkraft,Anteil in %
"""...""",1959,Müll und Industrieabfälle,In TJ
"""...""",1959,Müll und Industrieabfälle,Anteil in %
78150,1959,Kohle,In TJ
27.91171113254045,1959,Kohle,Anteil in %
128060,1959,Rohöl und Erdölprodukte,In TJ
45.73734776242009,1959,Rohöl und Erdölprodukte,Anteil in %
"""...""",1959,Gas,In TJ
"""...""",1959,Gas,Anteil in %
"""...""",1959,Kernbrennstoffe,In TJ
"""...""",1959,Kernbrennstoffe,Anteil in %
"""...""",1959,Übrige erneuerbare Energien,In TJ
"""...""",1959,Übrige erneuerbare Energien,Anteil in %
283930,1959,Gesamter Energieeinsatz,In TJ
101.4071931140398,1959,Gesamter Energieeinsatz,Anteil in %
-3940,1959,Elektrizität Import / Export-Saldo,In TJ
-1.407193114039787,1959,Elektrizität Import / Export-Saldo,Anteil in %
279990,1959,Inländischer Bruttoenergieverbrauch = 100%,In TJ
100,1959,Inländischer Bruttoenergieverbrauch = 100%,Anteil in %
14520,1960,Holz und Holzkohle,In TJ
4.6875,1960,Holz und Holzkohle,Anteil in %
73810,1960,Wasserkraft,In TJ
23.828125,1960,Wasserkraft,Anteil in %
"""...""",1960,Müll und Industrieabfälle,In TJ
"""...""",1960,Müll und Industrieabfälle,Anteil in %
77990,1960,Kohle,In TJ
25.17755681818182,1960,Kohle,Anteil in %
152500,1960,Rohöl und Erdölprodukte,In TJ
49.23166322314049,1960,Rohöl und Erdölprodukte,Anteil in %
"""...""",1960,Gas,In TJ
"""...""",1960,Gas,Anteil in %
"""...""",1960,Kernbrennstoffe,In TJ
"""...""",1960,Kernbrennstoffe,Anteil in %
"""...""",1960,Übrige erneuerbare Energien,In TJ
"""...""",1960,Übrige erneuerbare Energien,Anteil in %
318820,1960,Gesamter Energieeinsatz,In TJ
102.9248450413223,1960,Gesamter Energieeinsatz,Anteil in %
-9060,1960,Elektrizität Import / Export-Saldo,In TJ
-2.924845041322314,1960,Elektrizität Import / Export-Saldo,Anteil in %
309760,1960,Inländischer Bruttoenergieverbrauch = 100%,In TJ
100,1960,Inländischer Bruttoenergieverbrauch = 100%,Anteil in %
14170,1961,Holz und Holzkohle,In TJ
4.339836452176043,1961,Holz und Holzkohle,Anteil in %
77490,1961,Wasserkraft,In TJ
23.73281063367125,1961,Wasserkraft,Anteil in %
"""...""",1961,Müll und Industrieabfälle,In TJ
"""...""",1961,Müll und Industrieabfälle,Anteil in %
73020,1961,Kohle,In TJ
22.36378671403632,1961,Kohle,Anteil in %
171620,1961,Rohöl und Erdölprodukte,In TJ
52.56194297265015,1961,Rohöl und Erdölprodukte,Anteil in %
"""...""",1961,Gas,In TJ
"""...""",1961,Gas,Anteil in %
"""...""",1961,Kernbrennstoffe,In TJ
"""...""",1961,Kernbrennstoffe,Anteil in %
"""...""",1961,Übrige erneuerbare Energien,In TJ
"""...""",1961,Übrige erneuerbare Energien,Anteil in %
336300,1961,Gesamter Energieeinsatz,In TJ
102.9983767725338,1961,Gesamter Energieeinsatz,Anteil in %
-9790,1961,Elektrizität Import / Export-Saldo,In TJ
-2.998376772533766,1961,Elektrizität Import / Export-Saldo,Anteil in %
326510,1961,Inländischer Bruttoenergieverbrauch = 100%,In TJ
100,1961,Inländischer Bruttoenergieverbrauch = 100%,Anteil in %
16150,1962,Holz und Holzkohle,In TJ
4.311265349706353,1962,Holz und Holzkohle,Anteil in %
76270,1962,Wasserkraft,In TJ
20.36038441003737,1962,Wasserkraft,Anteil in %
"""...""",1962,Müll und Industrieabfälle,In TJ
"""...""",1962,Müll und Industrieabfälle,Anteil in %
78410,1962,Kohle,In TJ
20.93166043780032,1962,Kohle,Anteil in %
208300,1962,Rohöl und Erdölprodukte,In TJ
55.60597971169247,1962,Rohöl und Erdölprodukte,Anteil in %
"""...""",1962,Gas,In TJ
"""...""",1962,Gas,Anteil in %
"""...""",1962,Kernbrennstoffe,In TJ
"""...""",1962,Kernbrennstoffe,Anteil in %
"""...""",1962,Übrige erneuerbare Energien,In TJ
"""...""",1962,Übrige erneuerbare Energien,Anteil in %
379130,1962,Gesamter Energieeinsatz,In TJ
101.2092899092365,1962,Gesamter Energieeinsatz,Anteil in %
-4530,1962,Elektrizität Import / Export-Saldo,In TJ
-1.209289909236519,1962,Elektrizität Import / Export-Saldo,Anteil in %
374600,1962,Inländischer Bruttoenergieverbrauch = 100%,In TJ
100,1962,Inländischer Bruttoenergieverbrauch = 100%,Anteil in %
16180,1963,Holz und Holzkohle,In TJ
3.799816819708321,1963,Holz und Holzkohle,Anteil in %
81180,1963,Wasserkraft,In TJ
19.06484112632395,1963,Wasserkraft,Anteil in %
"""...""",1963,Müll und Industrieabfälle,In TJ
"""...""",1963,Müll und Industrieabfälle,Anteil in %
78870,1963,Kohle,In TJ
18.52234564711961,1963,Kohle,Anteil in %
255700,1963,Rohöl und Erdölprodukte,In TJ
60.05025715694794,1963,Rohöl und Erdölprodukte,Anteil in %
"""...""",1963,Gas,In TJ
"""...""",1963,Gas,Anteil in %
"""...""",1963,Kernbrennstoffe,In TJ
"""...""",1963,Kernbrennstoffe,Anteil in %
"""...""",1963,Übrige erneuerbare Energien,In TJ
"""...""",1963,Übrige erneuerbare Energien,Anteil in %
431930,1963,Gesamter Energieeinsatz,In TJ
101.4372607500998,1963,Gesamter Energieeinsatz,Anteil in %
-6120,1963,Elektrizität Import / Export-Saldo,In TJ
-1.43726075009981,1963,Elektrizität Import / Export-Saldo,Anteil in %
425810,1963,Inländischer Bruttoenergieverbrauch = 100%,In TJ
100,1963,Inländischer Bruttoenergieverbrauch = 100%,Anteil in %
16220,1964,Holz und Holzkohle,In TJ
3.694508347948887,1964,Holz und Holzkohle,Anteil in %
79570,1964,Wasserkraft,In TJ
18.12404619274309,1964,Wasserkraft,Anteil in %
"""...""",1964,Müll und Industrieabfälle,In TJ
"""...""",1964,Müll und Industrieabfälle,Anteil in %
63900,1964,Kohle,In TJ
14.55481402182083,1964,Kohle,Anteil in %
280950,1964,Rohöl und Erdölprodukte,In TJ
63.99334897387422,1964,Rohöl und Erdölprodukte,Anteil in %
"""...""",1964,Gas,In TJ
"""...""",1964,Gas,Anteil in %
"""...""",1964,Kernbrennstoffe,In TJ
"""...""",1964,Kernbrennstoffe,Anteil in %
"""...""",1964,Übrige erneuerbare Energien,In TJ
"""...""",1964,Übrige erneuerbare Energien,Anteil in %
440640,1964,Gesamter Energieeinsatz,In TJ
100.366717536387,1964,Gesamter Energieeinsatz,Anteil in %
-1610,1964,Elektrizität Import / Export-Saldo,In TJ
-0.366717536387035,1964,Elektrizität Import / Export-Saldo,Anteil in %
439030,1964,Inländischer Bruttoenergieverbrauch = 100%,In TJ
100,1964,Inländischer Bruttoenergieverbrauch = 100%,Anteil in %
16830,1965,Holz und Holzkohle,In TJ
3.570367856082142,1965,Holz und Holzkohle,Anteil in %
89270,1965,Wasserkraft,In TJ
18.93801179515465,1965,Wasserkraft,Anteil in %
"""...""",1965,Müll und Industrieabfälle,In TJ
"""...""",1965,Müll und Industrieabfälle,Anteil in %
53400,1965,Kohle,In TJ
11.32843989986847,1965,Kohle,Anteil in %
320060,1965,Rohöl und Erdölprodukte,In TJ
67.89851075565362,1965,Rohöl und Erdölprodukte,Anteil in %
"""...""",1965,Gas,In TJ
"""...""",1965,Gas,Anteil in %
"""...""",1965,Kernbrennstoffe,In TJ
"""...""",1965,Kernbrennstoffe,Anteil in %
"""...""",1965,Übrige erneuerbare Energien,In TJ
"""...""",1965,Übrige erneuerbare Energien,Anteil in %
479560,1965,Gesamter Energieeinsatz,In TJ
101.7353303067589,1965,Gesamter Energieeinsatz,Anteil in %
-8180,1965,Elektrizität Import / Export-Saldo,In TJ
-1.735330306758878,1965,Elektrizität Import / Export-Saldo,Anteil in %
471380,1965,Inländischer Bruttoenergieverbrauch = 100%,In TJ
100,1965,Inländischer Bruttoenergieverbrauch = 100%,Anteil in %
14730,1966,Holz und Holzkohle,In TJ
3.082492780312225,1966,Holz und Holzkohle,Anteil in %
100070,1966,Wasserkraft,In TJ
20.94127987276608,1966,Wasserkraft,Anteil in %
"""...""",1966,Müll und Industrieabfälle,In TJ
"""...""",1966,Müll und Industrieabfälle,Anteil in %
44150,1966,Kohle,In TJ
9.239107688444314,1966,Kohle,Anteil in %
335900,1966,Rohöl und Erdölprodukte,In TJ
70.29255430460805,1966,Rohöl und Erdölprodukte,Anteil in %
"""...""",1966,Gas,In TJ
"""...""",1966,Gas,Anteil in %
"""...""",1966,Kernbrennstoffe,In TJ
"""...""",1966,Kernbrennstoffe,Anteil in %
"""...""",1966,Übrige erneuerbare Energien,In TJ
"""...""",1966,Übrige erneuerbare Energien,Anteil in %
494850,1966,Gesamter Energieeinsatz,In TJ
103.5554346461307,1966,Gesamter Energieeinsatz,Anteil in %
-16990,1966,Elektrizität Import / Export-Saldo,In TJ
-3.555434646130666,1966,Elektrizität Import / Export-Saldo,Anteil in %
477860,1966,Inländischer Bruttoenergieverbrauch = 100%,In TJ
100,1966,Inländischer Bruttoenergieverbrauch = 100%,Anteil in %
14290,1967,Holz und Holzkohle,In TJ
2.846897101304911,1967,Holz und Holzkohle,Anteil in %
107630,1967,Wasserkraft,In TJ
21.44237473851977,1967,Wasserkraft,Anteil in %
"""...""",1967,Müll und Industrieabfälle,In TJ
"""...""",1967,Müll und Industrieabfälle,Anteil in %
37240,1967,Kohle,In TJ
7.419065643988446,1967,Kohle,Anteil in %
365010,1967,Rohöl und Erdölprodukte,In TJ
72.71839824683734,1967,Rohöl und Erdölprodukte,Anteil in %
"""...""",1967,Gas,In TJ
"""...""",1967,Gas,Anteil in %
"""...""",1967,Kernbrennstoffe,In TJ
"""...""",1967,Kernbrennstoffe,Anteil in %
"""...""",1967,Übrige erneuerbare Energien,In TJ
"""...""",1967,Übrige erneuerbare Energien,Anteil in %
524170,1967,Gesamter Energieeinsatz,In TJ
104.4267357306505,1967,Gesamter Energieeinsatz,Anteil in %
-22220,1967,Elektrizität Import / Export-Saldo,In TJ
-4.426735730650464,1967,Elektrizität Import / Export-Saldo,Anteil in %
501950,1967,Inländischer Bruttoenergieverbrauch = 100%,In TJ
100,1967,Inländischer Bruttoenergieverbrauch = 100%,Anteil in %
13630,1968,Holz und Holzkohle,In TJ
2.516803308959303,1968,Holz und Holzkohle,Anteil in %
105990,1968,Wasserkraft,In TJ
19.57123864391757,1968,Wasserkraft,Anteil in %
"""...""",1968,Müll und Industrieabfälle,In TJ
"""...""",1968,Müll und Industrieabfälle,Anteil in %
35200,1968,Kohle,In TJ
6.499741487554473,1968,Kohle,Anteil in %
405610,1968,Rohöl und Erdölprodukte,In TJ
74.89659502178891,1968,Rohöl und Erdölprodukte,Anteil in %
"""...""",1968,Gas,In TJ
"""...""",1968,Gas,Anteil in %
"""...""",1968,Kernbrennstoffe,In TJ
"""...""",1968,Kernbrennstoffe,Anteil in %
"""...""",1968,Übrige erneuerbare Energien,In TJ
"""...""",1968,Übrige erneuerbare Energien,Anteil in %
560430,1968,Gesamter Energieeinsatz,In TJ
103.4843784622203,1968,Gesamter Energieeinsatz,Anteil in %
-18870,1968,Elektrizität Import / Export-Saldo,In TJ
-3.484378462220253,1968,Elektrizität Import / Export-Saldo,Anteil in %
541560,1968,Inländischer Bruttoenergieverbrauch = 100%,In TJ
100,1968,Inländischer Bruttoenergieverbrauch = 100%,Anteil in %
12310,1969,Holz und Holzkohle,In TJ
2.095925629543868,1969,Holz und Holzkohle,Anteil in %
98380,1969,Wasserkraft,In TJ
16.75037883302402,1969,Wasserkraft,Anteil in %
"""...""",1969,Müll und Industrieabfälle,In TJ
"""...""",1969,Müll und Industrieabfälle,Anteil in %
31840,1969,Kohle,In TJ
5.421143139291369,1969,Kohle,Anteil in %
447630,1969,Rohöl und Erdölprodukte,In TJ
76.21439395229258,1969,Rohöl und Erdölprodukte,Anteil in %
10,1969,Gas,In TJ
0.001702620332692,1969,Gas,Anteil in %
6140,1969,Kernbrennstoffe,In TJ
1.045408884272896,1969,Kernbrennstoffe,Anteil in %
"""...""",1969,Übrige erneuerbare Energien,In TJ
"""...""",1969,Übrige erneuerbare Energien,Anteil in %
596310,1969,Gesamter Energieeinsatz,In TJ
101.5289530587574,1969,Gesamter Energieeinsatz,Anteil in %
-8980,1969,Elektrizität Import / Export-Saldo,In TJ
-1.528953058757428,1969,Elektrizität Import / Export-Saldo,Anteil in %
587330,1969,Inländischer Bruttoenergieverbrauch = 100%,In TJ
100,1969,Inländischer Bruttoenergieverbrauch = 100%,Anteil in %
10110,1970,Holz und Holzkohle,In TJ
1.519889353257765,1970,Holz und Holzkohle,Anteil in %
112580,1970,Wasserkraft,In TJ
16.92474217505036,1970,Wasserkraft,Anteil in %
"""...""",1970,Müll und Industrieabfälle,In TJ
"""...""",1970,Müll und Industrieabfälle,Anteil in %
27320,1970,Kohle,In TJ
4.107158964490814,1970,Kohle,Anteil in %
515140,1970,Rohöl und Erdölprodukte,In TJ
77.44369944977299,1970,Rohöl und Erdölprodukte,Anteil in %
1540,1970,Gas,In TJ
0.231516281307315,1970,Gas,Anteil in %
20180,1970,Kernbrennstoffe,In TJ
3.033765296611444,1970,Kernbrennstoffe,Anteil in %
"""...""",1970,Übrige erneuerbare Energien,In TJ
"""...""",1970,Übrige erneuerbare Energien,Anteil in %
686870,1970,Gesamter Energieeinsatz,In TJ
103.2607715204907,1970,Gesamter Energieeinsatz,Anteil in %
-21690,1970,Elektrizität Import / Export-Saldo,In TJ
-3.260771520490694,1970,Elektrizität Import / Export-Saldo,Anteil in %
665180,1970,Inländischer Bruttoenergieverbrauch = 100%,In TJ
100,1970,Inländischer Bruttoenergieverbrauch = 100%,Anteil in %
9670,1971,Holz und Holzkohle,In TJ
1.394637783578753,1971,Holz und Holzkohle,Anteil in %
99230,1971,Wasserkraft,In TJ
14.31126238516232,1971,Wasserkraft,Anteil in %
"""...""",1971,Müll und Industrieabfälle,In TJ
"""...""",1971,Müll und Industrieabfälle,Anteil in %
18450,1971,Kohle,In TJ
2.660916970737124,1971,Kohle,Anteil in %
546080,1971,Rohöl und Erdölprodukte,In TJ
78.75737340813707,1971,Rohöl und Erdölprodukte,Anteil in %
3720,1971,Gas,In TJ
0.536510088408786,1971,Gas,Anteil in %
20110,1971,Kernbrennstoffe,In TJ
2.900327386532443,1971,Kernbrennstoffe,Anteil in %
"""...""",1971,Übrige erneuerbare Energien,In TJ
"""...""",1971,Übrige erneuerbare Energien,Anteil in %
697260,1971,Gesamter Energieeinsatz,In TJ
100.5610280225565,1971,Gesamter Energieeinsatz,Anteil in %
-3890,1971,Elektrizität Import / Export-Saldo,In TJ
-0.561028022556499,1971,Elektrizität Import / Export-Saldo,Anteil in %
693370,1971,Inländischer Bruttoenergieverbrauch = 100%,In TJ
100,1971,Inländischer Bruttoenergieverbrauch = 100%,Anteil in %
9230,1972,Holz und Holzkohle,In TJ
1.263933393585846,1972,Holz und Holzkohle,Anteil in %
91000,1972,Wasserkraft,In TJ
12.46131514802947,1972,Wasserkraft,Anteil in %
"""...""",1972,Müll und Industrieabfälle,In TJ
"""...""",1972,Müll und Industrieabfälle,Anteil in %
15610,1972,Kohle,In TJ
2.137594829238901,1972,Kohle,Anteil in %
560700,1972,Rohöl und Erdölprodukte,In TJ
76.78087256593543,1972,Rohöl und Erdölprodukte,Anteil in %
4720,1972,Gas,In TJ
0.646345137348342,1972,Gas,Anteil in %
50730,1972,Kernbrennstoffe,In TJ
6.946840851203681,1972,Kernbrennstoffe,Anteil in %
"""...""",1972,Übrige erneuerbare Energien,In TJ
"""...""",1972,Übrige erneuerbare Energien,Anteil in %
731990,1972,Gesamter Energieeinsatz,In TJ
100.2369019253417,1972,Gesamter Energieeinsatz,Anteil in %
-1730,1972,Elektrizität Import / Export-Saldo,In TJ
-0.236901925341659,1972,Elektrizität Import / Export-Saldo,Anteil in %
730260,1972,Inländischer Bruttoenergieverbrauch = 100%,In TJ
100,1972,Inländischer Bruttoenergieverbrauch = 100%,Anteil in %
10110,1973,Holz und Holzkohle,In TJ
1.275693682098649,1973,Holz und Holzkohle,Anteil in %
103770,1973,Wasserkraft,In TJ
13.09384108717871,1973,Wasserkraft,Anteil in %
"""...""",1973,Müll und Industrieabfälle,In TJ
"""...""",1973,Müll und Industrieabfälle,Anteil in %
14820,1973,Kohle,In TJ
1.870007949426506,1973,Kohle,Anteil in %
605700,1973,Rohöl und Erdölprodukte,In TJ
76.42805769012378,1973,Rohöl und Erdölprodukte,Anteil in %
6390,1973,Gas,In TJ
0.806298974145437,1973,Gas,Anteil in %
64320,1973,Kernbrennstoffe,In TJ
8.115985918158762,1973,Kernbrennstoffe,Anteil in %
"""...""",1973,Übrige erneuerbare Energien,In TJ
"""...""",1973,Übrige erneuerbare Energien,Anteil in %
805110,1973,Gesamter Energieeinsatz,In TJ
101.5898853011318,1973,Gesamter Energieeinsatz,Anteil in %
-12600,1973,Elektrizität Import / Export-Saldo,In TJ
-1.589885301131847,1973,Elektrizität Import / Export-Saldo,Anteil in %
792510,1973,Inländischer Bruttoenergieverbrauch = 100%,In TJ
100,1973,Inländischer Bruttoenergieverbrauch = 100%,Anteil in %
8350,1974,Holz und Holzkohle,In TJ
1.110682504422778,1974,Holz und Holzkohle,Anteil in %
102830,1974,Wasserkraft,In TJ
13.67802178799931,1974,Wasserkraft,Anteil in %
"""...""",1974,Müll und Industrieabfälle,In TJ
"""...""",1974,Müll und Industrieabfälle,Anteil in %
12780,1974,Kohle,In TJ
1.699942803176419,1974,Kohle,Anteil in %
552580,1974,Rohöl und Erdölprodukte,In TJ
73.50190877771718,1974,Rohöl und Erdölprodukte,Anteil in %
13460,1974,Gas,In TJ
1.790393593955759,1974,Gas,Anteil in %
73420,1974,Kernbrennstoffe,In TJ
9.766025086792855,1974,Kernbrennstoffe,Anteil in %
"""...""",1974,Übrige erneuerbare Energien,In TJ
"""...""",1974,Übrige erneuerbare Energien,Anteil in %
763420,1974,Gesamter Energieeinsatz,In TJ
101.5469745540643,1974,Gesamter Energieeinsatz,Anteil in %
-11630,1974,Elektrizität Import / Export-Saldo,In TJ
-1.5469745540643,1974,Elektrizität Import / Export-Saldo,Anteil in %
751790,1974,Inländischer Bruttoenergieverbrauch = 100%,In TJ
100,1974,Inländischer Bruttoenergieverbrauch = 100%,Anteil in %
8350,1975,Holz und Holzkohle,In TJ
1.139636135336909,1975,Holz und Holzkohle,Anteil in %
122310,1975,Wasserkraft,In TJ
16.69328092371945,1975,Wasserkraft,Anteil in %
"""...""",1975,Müll und Industrieabfälle,In TJ
"""...""",1975,Müll und Industrieabfälle,Anteil in %
9580,1975,Kohle,In TJ
1.307510679823664,1975,Kohle,Anteil in %
525150,1975,Rohöl und Erdölprodukte,In TJ
71.67424149367399,1975,Rohöl und Erdölprodukte,Anteil in %
21680,1975,Gas,In TJ
2.958959450790921,1975,Gas,Anteil in %
80630,1975,Kernbrennstoffe,In TJ
11.0046540829,1975,Kernbrennstoffe,Anteil in %
"""...""",1975,Übrige erneuerbare Energien,In TJ
"""...""",1975,Übrige erneuerbare Energien,Anteil in %
767700,1975,Gesamter Energieeinsatz,In TJ
104.7782827662449,1975,Gesamter Energieeinsatz,Anteil in %
-35010,1975,Elektrizität Import / Export-Saldo,In TJ
-4.778282766244933,1975,Elektrizität Import / Export-Saldo,Anteil in %
732690,1975,Inländischer Bruttoenergieverbrauch = 100%,In TJ
100,1975,Inländischer Bruttoenergieverbrauch = 100%,Anteil in %
8350,1976,Holz und Holzkohle,In TJ
1.102717836295925,1976,Holz und Holzkohle,Anteil in %
95840,1976,Wasserkraft,In TJ
12.6568236443834,1976,Wasserkraft,Anteil in %
"""...""",1976,Müll und Industrieabfälle,In TJ
"""...""",1976,Müll und Industrieabfälle,Anteil in %
9000,1976,Kohle,In TJ
1.188558146905787,1976,Kohle,Anteil in %
545820,1976,Rohöl und Erdölprodukte,In TJ
72.0820897493463,1976,Rohöl und Erdölprodukte,Anteil in %
22630,1976,Gas,In TJ
2.98856342938644,1976,Gas,Anteil in %
82480,1976,Kernbrennstoffe,In TJ
10.89247510630992,1976,Kernbrennstoffe,Anteil in %
"""...""",1976,Übrige erneuerbare Energien,In TJ
"""...""",1976,Übrige erneuerbare Energien,Anteil in %
764120,1976,Gesamter Energieeinsatz,In TJ
100.9112279126278,1976,Gesamter Energieeinsatz,Anteil in %
-6900,1976,Elektrizität Import / Export-Saldo,In TJ
-0.91122791262777,1976,Elektrizität Import / Export-Saldo,Anteil in %
757220,1976,Inländischer Bruttoenergieverbrauch = 100%,In TJ
100,1976,Inländischer Bruttoenergieverbrauch = 100%,Anteil in %
8350,1977,Holz und Holzkohle,In TJ
1.105169812319665,1977,Holz und Holzkohle,Anteil in %
130640,1977,Wasserkraft,In TJ
17.29094422532229,1977,Wasserkraft,Anteil in %
"""...""",1977,Müll und Industrieabfälle,In TJ
"""...""",1977,Müll und Industrieabfälle,Anteil in %
10500,1977,Kohle,In TJ
1.389734494533711,1977,Kohle,Anteil in %
532560,1977,Rohöl und Erdölprodukte,In TJ
70.48733356274983,1977,Rohöl und Erdölprodukte,Anteil in %
25840,1977,Gas,In TJ
3.42007041321439,1977,Gas,Anteil in %
84310,1977,Kernbrennstoffe,In TJ
11.15890621277497,1977,Kernbrennstoffe,Anteil in %
"""...""",1977,Übrige erneuerbare Energien,In TJ
"""...""",1977,Übrige erneuerbare Energien,Anteil in %
792200,1977,Gesamter Energieeinsatz,In TJ
104.8521587209148,1977,Gesamter Energieeinsatz,Anteil in %
-36660,1977,Elektrizität Import / Export-Saldo,In TJ
-4.852158720914843,1977,Elektrizität Import / Export-Saldo,Anteil in %
755540,1977,Inländischer Bruttoenergieverbrauch = 100%,In TJ
100,1977,Inländischer Bruttoenergieverbrauch = 100%,Anteil in %
7910,1978,Holz und Holzkohle,In TJ
1.02057931746339,1978,Holz und Holzkohle,Anteil in %
117040,1978,Wasserkraft,In TJ
15.10096122830785,1978,Wasserkraft,Anteil in %
8400,1978,Müll und Industrieabfälle,In TJ
1.083801045093865,1978,Müll und Industrieabfälle,Anteil in %
9450,1978,Kohle,In TJ
1.219276175730598,1978,Kohle,Anteil in %
536100,1978,Rohöl und Erdölprodukte,In TJ
69.16973098509773,1978,Rohöl und Erdölprodukte,Anteil in %
28350,1978,Gas,In TJ
3.657828527191794,1978,Gas,Anteil in %
87220,1978,Kernbrennstoffe,In TJ
11.25346751822463,1978,Kernbrennstoffe,Anteil in %
"""...""",1978,Übrige erneuerbare Energien,In TJ
"""...""",1978,Übrige erneuerbare Energien,Anteil in %
794470,1978,Gesamter Energieeinsatz,In TJ
102.5056447971099,1978,Gesamter Energieeinsatz,Anteil in %
-19420,1978,Elektrizität Import / Export-Saldo,In TJ
-2.505644797109864,1978,Elektrizität Import / Export-Saldo,Anteil in %
775050,1978,Inländischer Bruttoenergieverbrauch = 100%,In TJ
100,1978,Inländischer Bruttoenergieverbrauch = 100%,Anteil in %
9010,1979,Holz und Holzkohle,In TJ
1.141141901818735,1979,Holz und Holzkohle,Anteil in %
116440,1979,Wasserkraft,In TJ
14.74745427833224,1979,Wasserkraft,Anteil in %
10060,1979,Müll und Industrieabfälle,In TJ
1.27412736207508,1979,Müll und Industrieabfälle,Anteil in %
9770,1979,Kohle,In TJ
1.23739804448047,1979,Kohle,Anteil in %
515200,1979,Rohöl und Erdölprodukte,In TJ
65.25153249911342,1979,Rohöl und Erdölprodukte,Anteil in %
31800,1979,Gas,In TJ
4.027559653477886,1979,Gas,Anteil in %
122650,1979,Kernbrennstoffe,In TJ
15.53396828613405,1979,Kernbrennstoffe,Anteil in %
"""...""",1979,Übrige erneuerbare Energien,In TJ
"""...""",1979,Übrige erneuerbare Energien,Anteil in %
814930,1979,Gesamter Energieeinsatz,In TJ
103.2131820254319,1979,Gesamter Energieeinsatz,Anteil in %
-25370,1979,Elektrizität Import / Export-Saldo,In TJ
-3.213182025431886,1979,Elektrizität Import / Export-Saldo,Anteil in %
789560,1979,Inländischer Bruttoenergieverbrauch = 100%,In TJ
100,1979,Inländischer Bruttoenergieverbrauch = 100%,Anteil in %
26280,1980,Holz und Holzkohle,In TJ
3.126598693681368,1980,Holz und Holzkohle,Anteil in %
120750,1980,Wasserkraft,In TJ
14.36593577861587,1980,Wasserkraft,Anteil in %
10100,1980,Müll und Industrieabfälle,In TJ
1.201622785623357,1980,Müll und Industrieabfälle,Anteil in %
14300,1980,Kohle,In TJ
1.701307508357822,1980,Kohle,Anteil in %
513220,1980,Rohöl und Erdölprodukte,In TJ
61.05909366709101,1980,Rohöl und Erdölprodukte,Anteil in %
36280,1980,Gas,In TJ
4.316324224001523,1980,Gas,Anteil in %
149050,1980,Kernbrennstoffe,In TJ
17.73285902942191,1980,Kernbrennstoffe,Anteil in %
"""...""",1980,Übrige erneuerbare Energien,In TJ
"""...""",1980,Übrige erneuerbare Energien,Anteil in %
869980,1980,Gesamter Energieeinsatz,In TJ
103.5037416867929,1980,Gesamter Energieeinsatz,Anteil in %
-29450,1980,Elektrizität Import / Export-Saldo,In TJ
-3.503741686792857,1980,Elektrizität Import / Export-Saldo,Anteil in %
840530,1980,Inländischer Bruttoenergieverbrauch = 100%,In TJ
100,1980,Inländischer Bruttoenergieverbrauch = 100%,Anteil in %
25480,1981,Holz und Holzkohle,In TJ
2.97090887891331,1981,Holz und Holzkohle,Anteil in %
129950,1981,Wasserkraft,In TJ
15.15186847781729,1981,Wasserkraft,Anteil in %
14040,1981,Müll und Industrieabfälle,In TJ
1.637031423074681,1981,Müll und Industrieabfälle,Anteil in %
21150,1981,Kohle,In TJ
2.466040925785577,1981,Kohle,Anteil in %
508680,1981,Rohöl und Erdölprodukte,In TJ
59.31090771293651,1981,Rohöl und Erdölprodukte,Anteil in %
39140,1981,Gas,In TJ
4.563633183699644,1981,Gas,Anteil in %
157770,1981,Kernbrennstoffe,In TJ
18.39561592724305,1981,Kernbrennstoffe,Anteil in %
"""...""",1981,Übrige erneuerbare Energien,In TJ
"""...""",1981,Übrige erneuerbare Energien,Anteil in %
896210,1981,Gesamter Energieeinsatz,In TJ
104.4960065294701,1981,Gesamter Energieeinsatz,Anteil in %
-38560,1981,Elektrizität Import / Export-Saldo,In TJ
-4.496006529470064,1981,Elektrizität Import / Export-Saldo,Anteil in %
857650,1981,Inländischer Bruttoenergieverbrauch = 100%,In TJ
