Value,Jahr,Primärenergieträger,Einheit
100,1981,Inländischer Bruttoenergieverbrauch = 100%,Anteil in %
24930,1982,Holz und Holzkohle,In TJ
2.981772079226868,1982,Holz und Holzkohle,Anteil in %
133330,1982,Wasserkraft,In TJ
15.94703856090326,1982,Wasserkraft,Anteil in %
16200,1982,Müll und Industrieabfälle,In TJ
1.937613625490384,1982,Müll und Industrieabfälle,Anteil in %
18710,1982,Kohle,In TJ
2.237824131662042,1982,Kohle,Anteil in %
484800,1982,Rohöl und Erdölprodukte,In TJ
57.98488182949,1982,Rohöl und Erdölprodukte,Anteil in %
41340,1982,Gas,In TJ
4.944502918381017,1982,Gas,Anteil in %
155740,1982,Kernbrennstoffe,In TJ
18.62740407616496,1982,Kernbrennstoffe,Anteil in %
"""...""",1982,Übrige erneuerbare Energien,In TJ
"""...""",1982,Übrige erneuerbare Energien,Anteil in %
875050,1982,Gesamter Energieeinsatz,In TJ
104.6610372213185,1982,Gesamter Energieeinsatz,Anteil in %
-38970,1982,Elektrizität Import / Export-Saldo,In TJ
-4.661037221318535,1982,Elektrizität Import / Export-Saldo,Anteil in %
836080,1982,Inländischer Bruttoenergieverbrauch = 100%,In TJ
100,1982,Inländischer Bruttoenergieverbrauch = 100%,Anteil in %
25340,1983,Holz und Holzkohle,In TJ
2.962356792144026,1983,Holz und Holzkohle,Anteil in %
129610,1983,Wasserkraft,In TJ
15.15197568389058,1983,Wasserkraft,Anteil in %
16040,1983,Müll und Industrieabfälle,In TJ
1.875146130465279,1983,Müll und Industrieabfälle,Anteil in %
16330,1983,Kohle,In TJ
1.909048398410101,1983,Kohle,Anteil in %
494230,1983,Rohöl und Erdölprodukte,In TJ
57.77764788403086,1983,Rohöl und Erdölprodukte,Anteil in %
45450,1983,Gas,In TJ
5.313303717559037,1983,Gas,Anteil in %
161680,1983,Kernbrennstoffe,In TJ
18.9010989010989,1983,Kernbrennstoffe,Anteil in %
"""...""",1983,Übrige erneuerbare Energien,In TJ
"""...""",1983,Übrige erneuerbare Energien,Anteil in %
888680,1983,Gesamter Energieeinsatz,In TJ
103.8905775075988,1983,Gesamter Energieeinsatz,Anteil in %
-33280,1983,Elektrizität Import / Export-Saldo,In TJ
-3.890577507598784,1983,Elektrizität Import / Export-Saldo,Anteil in %
855400,1983,Inländischer Bruttoenergieverbrauch = 100%,In TJ
100,1983,Inländischer Bruttoenergieverbrauch = 100%,Anteil in %
26560,1984,Holz und Holzkohle,In TJ
2.947279647569271,1984,Holz und Holzkohle,Anteil in %
111140,1984,Wasserkraft,In TJ
12.33285617586027,1984,Wasserkraft,Anteil in %
17920,1984,Müll und Industrieabfälle,In TJ
1.988526027275653,1984,Müll und Industrieabfälle,Anteil in %
20980,1984,Kohle,In TJ
2.328084601129643,1984,Kohle,Anteil in %
501010,1984,Rohöl und Erdölprodukte,In TJ
55.59550362306779,1984,Rohöl und Erdölprodukte,Anteil in %
50690,1984,Gas,In TJ
5.624909839430962,1984,Gas,Anteil in %
189770,1984,Kernbrennstoffe,In TJ
21.0581799216574,1984,Kernbrennstoffe,Anteil in %
"""...""",1984,Übrige erneuerbare Energien,In TJ
"""...""",1984,Übrige erneuerbare Energien,Anteil in %
918070,1984,Gesamter Energieeinsatz,In TJ
101.875339835991,1984,Gesamter Energieeinsatz,Anteil in %
-16900,1984,Elektrizität Import / Export-Saldo,In TJ
-1.875339835990989,1984,Elektrizität Import / Export-Saldo,Anteil in %
901170,1984,Inländischer Bruttoenergieverbrauch = 100%,In TJ
100,1984,Inländischer Bruttoenergieverbrauch = 100%,Anteil in %
27030,1985,Holz und Holzkohle,In TJ
2.847961226425035,1985,Holz und Holzkohle,Anteil in %
117640,1985,Wasserkraft,In TJ
12.3949004319882,1985,Wasserkraft,Anteil in %
20390,1985,Müll und Industrieabfälle,In TJ
2.148351069434201,1985,Müll und Industrieabfälle,Anteil in %
21070,1985,Kohle,In TJ
2.219997892740491,1985,Kohle,Anteil in %
509060,1985,Rohöl und Erdölprodukte,In TJ
53.63607628279423,1985,Rohöl und Erdölprodukte,Anteil in %
53070,1985,Gas,In TJ
5.591613107154146,1985,Gas,Anteil in %
232160,1985,Kernbrennstoffe,In TJ
24.46106838057107,1985,Kernbrennstoffe,Anteil in %
"""...""",1985,Übrige erneuerbare Energien,In TJ
"""...""",1985,Übrige erneuerbare Energien,Anteil in %
980420,1985,Gesamter Energieeinsatz,In TJ
103.2999683911074,1985,Gesamter Energieeinsatz,Anteil in %
-31320,1985,Elektrizität Import / Export-Saldo,In TJ
-3.299968391107365,1985,Elektrizität Import / Export-Saldo,Anteil in %
949100,1985,Inländischer Bruttoenergieverbrauch = 100%,In TJ
100,1985,Inländischer Bruttoenergieverbrauch = 100%,Anteil in %
26290,1986,Holz und Holzkohle,In TJ
2.721813852365669,1986,Holz und Holzkohle,Anteil in %
120920,1986,Wasserkraft,In TJ
12.51889429547572,1986,Wasserkraft,Anteil in %
22570,1986,Müll und Industrieabfälle,In TJ
2.336680815819443,1986,Müll und Industrieabfälle,Anteil in %
18130,1986,Kohle,In TJ
1.877005901232012,1986,Kohle,Anteil in %
522150,1986,Rohöl und Erdölprodukte,In TJ
54.05839113779894,1986,Rohöl und Erdölprodukte,Anteil in %
54350,1986,Gas,In TJ
5.626876488249301,1986,Gas,Anteil in %
232400,1986,Kernbrennstoffe,In TJ
24.06046174552231,1986,Kernbrennstoffe,Anteil in %
"""...""",1986,Übrige erneuerbare Energien,In TJ
"""...""",1986,Übrige erneuerbare Energien,Anteil in %
996810,1986,Gesamter Energieeinsatz,In TJ
103.2001242364634,1986,Gesamter Energieeinsatz,Anteil in %
-30910,1986,Elektrizität Import / Export-Saldo,In TJ
-3.200124236463402,1986,Elektrizität Import / Export-Saldo,Anteil in %
965900,1986,Inländischer Bruttoenergieverbrauch = 100%,In TJ
100,1986,Inländischer Bruttoenergieverbrauch = 100%,Anteil in %
26380,1987,Holz und Holzkohle,In TJ
2.69913541719957,1987,Holz und Holzkohle,Anteil in %
127480,1987,Wasserkraft,In TJ
13.04343377500384,1987,Wasserkraft,Anteil in %
22680,1987,Müll und Industrieabfälle,In TJ
2.32056069985164,1987,Müll und Industrieabfälle,Anteil in %
16870,1987,Kohle,In TJ
1.726096076124214,1987,Kohle,Anteil in %
522960,1987,Rohöl und Erdölprodukte,In TJ
53.50795518493887,1987,Rohöl und Erdölprodukte,Anteil in %
58270,1987,Gas,In TJ
5.962040210774032,1987,Gas,Anteil in %
236740,1987,Kernbrennstoffe,In TJ
24.22264286079705,1987,Kernbrennstoffe,Anteil in %
"""...""",1987,Übrige erneuerbare Energien,In TJ
"""...""",1987,Übrige erneuerbare Energien,Anteil in %
1011380,1987,Gesamter Energieeinsatz,In TJ
103.4818642246892,1987,Gesamter Energieeinsatz,Anteil in %
-34030,1987,Elektrizität Import / Export-Saldo,In TJ
-3.481864224689211,1987,Elektrizität Import / Export-Saldo,Anteil in %
977350,1987,Inländischer Bruttoenergieverbrauch = 100%,In TJ
100,1987,Inländischer Bruttoenergieverbrauch = 100%,Anteil in %
25010,1988,Holz und Holzkohle,In TJ
2.557338159657249,1988,Holz und Holzkohle,Anteil in %
131180,1988,Wasserkraft,In TJ
13.41349939159688,1988,Wasserkraft,Anteil in %
22790,1988,Müll und Industrieabfälle,In TJ
2.330337331410984,1988,Müll und Industrieabfälle,Anteil in %
14400,1988,Kohle,In TJ
1.472437804840639,1988,Kohle,Anteil in %
525980,1988,Rohöl und Erdölprodukte,In TJ
53.78283587431108,1988,Rohöl und Erdölprodukte,Anteil in %
58680,1988,Gas,In TJ
6.000184054725605,1988,Gas,Anteil in %
234570,1988,Kernbrennstoffe,In TJ
23.985398325102,1988,Kernbrennstoffe,Anteil in %
"""...""",1988,Übrige erneuerbare Energien,In TJ
"""...""",1988,Übrige erneuerbare Energien,Anteil in %
1012610,1988,Gesamter Energieeinsatz,In TJ
103.5420309416444,1988,Gesamter Energieeinsatz,Anteil in %
-34640,1988,Elektrizität Import / Export-Saldo,In TJ
-3.542030941644427,1988,Elektrizität Import / Export-Saldo,Anteil in %
977970,1988,Inländischer Bruttoenergieverbrauch = 100%,In TJ
100,1988,Inländischer Bruttoenergieverbrauch = 100%,Anteil in %
24870,1989,Holz und Holzkohle,In TJ
2.53568515497553,1989,Holz und Holzkohle,Anteil in %
109750,1989,Wasserkraft,In TJ
11.18984502446982,1989,Wasserkraft,Anteil in %
22970,1989,Müll und Industrieabfälle,In TJ
2.341965742251224,1989,Müll und Industrieabfälle,Anteil in %
14890,1989,Kohle,In TJ
1.518148450244698,1989,Kohle,Anteil in %
518550,1989,Rohöl und Erdölprodukte,In TJ
52.87010603588907,1989,Rohöl und Erdölprodukte,Anteil in %
63820,1989,Gas,In TJ
6.506933115823817,1989,Gas,Anteil in %
235010,1989,Kernbrennstoffe,In TJ
23.96105220228385,1989,Kernbrennstoffe,Anteil in %
"""...""",1989,Übrige erneuerbare Energien,In TJ
"""...""",1989,Übrige erneuerbare Energien,Anteil in %
989860,1989,Gesamter Energieeinsatz,In TJ
100.923735725938,1989,Gesamter Energieeinsatz,Anteil in %
-9060,1989,Elektrizität Import / Export-Saldo,In TJ
-0.92373572593801,1989,Elektrizität Import / Export-Saldo,Anteil in %
980800,1989,Inländischer Bruttoenergieverbrauch = 100%,In TJ
100,1989,Inländischer Bruttoenergieverbrauch = 100%,Anteil in %
28640,1990,Holz und Holzkohle,In TJ
2.813442439364618,1990,Holz und Holzkohle,Anteil in %
110430,1990,Wasserkraft,In TJ
10.84806035541322,1990,Wasserkraft,Anteil in %
23200,1990,Müll und Industrieabfälle,In TJ
2.279045551440612,1990,Müll und Industrieabfälle,Anteil in %
14890,1990,Kohle,In TJ
1.462715011247876,1990,Kohle,Anteil in %
532260,1990,Rohöl und Erdölprodukte,In TJ
52.28641315559398,1990,Rohöl und Erdölprodukte,Anteil in %
68310,1990,Gas,In TJ
6.710413862883975,1990,Gas,Anteil in %
243250,1990,Kernbrennstoffe,In TJ
23.89559613741073,1990,Kernbrennstoffe,Anteil in %
4580,1990,Übrige erneuerbare Energien,In TJ
0.449915026965431,1990,Übrige erneuerbare Energien,Anteil in %
1025560,1990,Gesamter Energieeinsatz,In TJ
100.7456015403204,1990,Gesamter Energieeinsatz,Anteil in %
-7590,1990,Elektrizität Import / Export-Saldo,In TJ
-0.745601540320442,1990,Elektrizität Import / Export-Saldo,Anteil in %
1017970,1990,Inländischer Bruttoenergieverbrauch = 100%,In TJ
100,1990,Inländischer Bruttoenergieverbrauch = 100%,Anteil in %
31540,1991,Holz und Holzkohle,In TJ
2.984707396472103,1991,Holz und Holzkohle,Anteil in %
119100,1991,Wasserkraft,In TJ
11.27072450601862,1991,Wasserkraft,Anteil in %
24430,1991,Müll und Industrieabfälle,In TJ
2.311870694223635,1991,Müll und Industrieabfälle,Anteil in %
12650,1991,Kohle,In TJ
1.197100461806344,1991,Kohle,Anteil in %
561010,1991,Rohöl und Erdölprodukte,In TJ
53.08974941327882,1991,Rohöl und Erdölprodukte,Anteil in %
76680,1991,Gas,In TJ
7.256416079945492,1991,Gas,Anteil in %
236230,1991,Kernbrennstoffe,In TJ
22.35502309031721,1991,Kernbrennstoffe,Anteil in %
5140,1991,Übrige erneuerbare Energien,In TJ
0.486410780528428,1991,Übrige erneuerbare Energien,Anteil in %
1066780,1991,Gesamter Energieeinsatz,In TJ
100.9520024225907,1991,Gesamter Energieeinsatz,Anteil in %
-10060,1991,Elektrizität Import / Export-Saldo,In TJ
-0.952002422590658,1991,Elektrizität Import / Export-Saldo,Anteil in %
1056720,1991,Inländischer Bruttoenergieverbrauch = 100%,In TJ
100,1991,Inländischer Bruttoenergieverbrauch = 100%,Anteil in %
30570,1992,Holz und Holzkohle,In TJ
2.879697052478876,1992,Holz und Holzkohle,Anteil in %
121410,1992,Wasserkraft,In TJ
11.43683412304417,1992,Wasserkraft,Anteil in %
24640,1992,Müll und Industrieabfälle,In TJ
2.321090460355888,1992,Müll und Industrieabfälle,Anteil in %
8760,1992,Kohle,In TJ
0.825192874704447,1992,Kohle,Anteil in %
564440,1992,Rohöl und Erdölprodukte,In TJ
53.17030436052262,1992,Rohöl und Erdölprodukte,Anteil in %
80600,1992,Gas,In TJ
7.592528048079731,1992,Gas,Anteil in %
241320,1992,Kernbrennstoffe,In TJ
22.73236809631018,1992,Kernbrennstoffe,Anteil in %
5270,1992,Übrige erneuerbare Energien,In TJ
0.496434526220598,1992,Übrige erneuerbare Energien,Anteil in %
1077010,1992,Gesamter Energieeinsatz,In TJ
101.4544495417165,1992,Gesamter Energieeinsatz,Anteil in %
-15440,1992,Elektrizität Import / Export-Saldo,In TJ
-1.454449541716514,1992,Elektrizität Import / Export-Saldo,Anteil in %
1061570,1992,Inländischer Bruttoenergieverbrauch = 100%,In TJ
100,1992,Inländischer Bruttoenergieverbrauch = 100%,Anteil in %
30640,1993,Holz und Holzkohle,In TJ
2.957985789311091,1993,Holz und Holzkohle,Anteil in %
130510,1993,Wasserkraft,In TJ
12.59943620636392,1993,Wasserkraft,Anteil in %
29330,1993,Müll und Industrieabfälle,In TJ
2.831518381217177,1993,Müll und Industrieabfälle,Anteil in %
7340,1993,Kohle,In TJ
0.708603645350633,1993,Kohle,Anteil in %
533440,1993,Rohöl und Erdölprodukte,In TJ
51.49830089589126,1993,Rohöl und Erdölprodukte,Anteil in %
84560,1993,Gas,In TJ
8.163422922459066,1993,Gas,Anteil in %
240320,1993,Kernbrennstoffe,In TJ
23.20049428483164,1993,Kernbrennstoffe,Anteil in %
5620,1993,Übrige erneuerbare Energien,In TJ
0.542554834723509,1993,Übrige erneuerbare Energien,Anteil in %
1061760,1993,Gesamter Energieeinsatz,In TJ
102.5023169601483,1993,Gesamter Energieeinsatz,Anteil in %
-25920,1993,Elektrizität Import / Export-Saldo,In TJ
-2.502316960148285,1993,Elektrizität Import / Export-Saldo,Anteil in %
1035840,1993,Inländischer Bruttoenergieverbrauch = 100%,In TJ
100,1993,Inländischer Bruttoenergieverbrauch = 100%,Anteil in %
28570,1994,Holz und Holzkohle,In TJ
2.78072472090556,1994,Holz und Holzkohle,Anteil in %
142400,1994,Wasserkraft,In TJ
13.85982500024333,1994,Wasserkraft,Anteil in %
29530,1994,Müll und Industrieabfälle,In TJ
2.874161743379111,1994,Müll und Industrieabfälle,Anteil in %
7430,1994,Kohle,In TJ
0.723163621852584,1994,Kohle,Anteil in %
522270,1994,Rohöl und Erdölprodukte,In TJ
50.83266013256377,1994,Rohöl und Erdölprodukte,Anteil in %
83410,1994,Gas,In TJ
8.118314629707133,1994,Gas,Anteil in %
250730,1994,Kernbrennstoffe,In TJ
24.40360900499304,1994,Kernbrennstoffe,Anteil in %
5730,1994,Übrige erneuerbare Energien,In TJ
0.557702227889005,1994,Übrige erneuerbare Energien,Anteil in %
1070070,1994,Gesamter Energieeinsatz,In TJ
104.1501610815335,1994,Gesamter Energieeinsatz,Anteil in %
-42640,1994,Elektrizität Import / Export-Saldo,In TJ
-4.150161081533535,1994,Elektrizität Import / Export-Saldo,Anteil in %
1027430,1994,Inländischer Bruttoenergieverbrauch = 100%,In TJ
100,1994,Inländischer Bruttoenergieverbrauch = 100%,Anteil in %
30450,1995,Holz und Holzkohle,In TJ
2.880222472356485,1995,Holz und Holzkohle,Anteil in %
128150,1995,Wasserkraft,In TJ
12.12152741650193,1995,Wasserkraft,Anteil in %
32820,1995,Müll und Industrieabfälle,In TJ
3.104397423406892,1995,Müll und Industrieabfälle,Anteil in %
7970,1995,Kohle,In TJ
0.753871037920565,1995,Kohle,Anteil in %
529710,1995,Rohöl und Erdölprodukte,In TJ
50.10452038856992,1995,Rohöl und Erdölprodukte,Anteil in %
91920,1995,Gas,In TJ
8.694582911625883,1995,Gas,Anteil in %
256210,1995,Kernbrennstoffe,In TJ
24.23454186017915,1995,Kernbrennstoffe,Anteil in %
6160,1995,Übrige erneuerbare Energien,In TJ
0.582665695557174,1995,Übrige erneuerbare Energien,Anteil in %
1083390,1995,Gesamter Energieeinsatz,In TJ
102.476329206118,1995,Gesamter Energieeinsatz,Anteil in %
-26180,1995,Elektrizität Import / Export-Saldo,In TJ
-2.47632920611799,1995,Elektrizität Import / Export-Saldo,Anteil in %
1057210,1995,Inländischer Bruttoenergieverbrauch = 100%,In TJ
100,1995,Inländischer Bruttoenergieverbrauch = 100%,Anteil in %
33440,1996,Holz und Holzkohle,In TJ
3.092630955904114,1996,Holz und Holzkohle,Anteil in %
106910,1996,Wasserkraft,In TJ
9.887355726546316,1996,Wasserkraft,Anteil in %
33590,1996,Müll und Industrieabfälle,In TJ
3.106503403373779,1996,Müll und Industrieabfälle,Anteil in %
5960,1996,Kohle,In TJ
0.551198579461379,1996,Kohle,Anteil in %
539860,1996,Rohöl und Erdölprodukte,In TJ
49.92786327315774,1996,Rohöl und Erdölprodukte,Anteil in %
99500,1996,Gas,In TJ
9.202056821544836,1996,Gas,Anteil in %
258750,1996,Kernbrennstoffe,In TJ
23.92997188517313,1996,Kernbrennstoffe,Anteil in %
6670,1996,Übrige erneuerbare Energien,In TJ
0.616861497484463,1996,Übrige erneuerbare Energien,Anteil in %
1084680,1996,Gesamter Energieeinsatz,In TJ
100.3144421426458,1996,Gesamter Energieeinsatz,Anteil in %
-3400,1996,Elektrizität Import / Export-Saldo,In TJ
-0.314442142645753,1996,Elektrizität Import / Export-Saldo,Anteil in %
1081280,1996,Inländischer Bruttoenergieverbrauch = 100%,In TJ
100,1996,Inländischer Bruttoenergieverbrauch = 100%,Anteil in %
29420,1997,Holz und Holzkohle,In TJ
2.756953294849689,1997,Holz und Holzkohle,Anteil in %
125260,1997,Wasserkraft,In TJ
11.73813629207587,1997,Wasserkraft,Anteil in %
35630,1997,Müll und Industrieabfälle,In TJ
3.338893470275133,1997,Müll und Industrieabfälle,Anteil in %
4590,1997,Kohle,In TJ
0.430129694879676,1997,Kohle,Anteil in %
532340,1997,Rohöl und Erdölprodukte,In TJ
49.88567358872479,1997,Rohöl und Erdölprodukte,Anteil in %
96060,1997,Gas,In TJ
9.001799235324986,1997,Gas,Anteil in %
261500,1997,Kernbrennstoffe,In TJ
24.50521028562861,1997,Kernbrennstoffe,Anteil in %
6630,1997,Übrige erneuerbare Energien,In TJ
0.621298448159532,1997,Übrige erneuerbare Energien,Anteil in %
1091430,1997,Gesamter Energieeinsatz,In TJ
102.2780943099183,1997,Gesamter Energieeinsatz,Anteil in %
-24310,1997,Elektrizität Import / Export-Saldo,In TJ
-2.278094309918285,1997,Elektrizität Import / Export-Saldo,Anteil in %
1067120,1997,Inländischer Bruttoenergieverbrauch = 100%,In TJ
100,1997,Inländischer Bruttoenergieverbrauch = 100%,Anteil in %
29930,1998,Holz und Holzkohle,In TJ
2.727927303881805,1998,Holz und Holzkohle,Anteil in %
123460,1998,Wasserkraft,In TJ
11.25258619903935,1998,Wasserkraft,Anteil in %
37660,1998,Müll und Industrieabfälle,In TJ
3.432467165525853,1998,Müll und Industrieabfälle,Anteil in %
3810,1998,Kohle,In TJ
0.347257034005669,1998,Kohle,Anteil in %
551940,1998,Rohöl und Erdölprodukte,In TJ
50.30578670579764,1998,Rohöl und Erdölprodukte,Anteil in %
98880,1998,Gas,In TJ
9.012277040021145,1998,Gas,Anteil in %
265830,1998,Kernbrennstoffe,In TJ
24.22869746711995,1998,Kernbrennstoffe,Anteil in %
7090,1998,Übrige erneuerbare Energien,In TJ
0.646207971417374,1998,Übrige erneuerbare Energien,Anteil in %
1118600,1998,Gesamter Energieeinsatz,In TJ
101.9532068868088,1998,Gesamter Energieeinsatz,Anteil in %
-21430,1998,Elektrizität Import / Export-Saldo,In TJ
-1.95320688680879,1998,Elektrizität Import / Export-Saldo,Anteil in %
1097170,1998,Inländischer Bruttoenergieverbrauch = 100%,In TJ
100,1998,Inländischer Bruttoenergieverbrauch = 100%,Anteil in %
29710,1999,Holz und Holzkohle,In TJ
2.697084135226406,1999,Holz und Holzkohle,Anteil in %
146220,1999,Wasserkraft,In TJ
13.27390246559425,1999,Wasserkraft,Anteil in %
41670,1999,Müll und Industrieabfälle,In TJ
3.782817095755111,1999,Müll und Industrieabfälle,Anteil in %
3960,1999,Kohle,In TJ
0.35949017756636,1999,Kohle,Anteil in %
550400,1999,Rohöl und Erdölprodukte,In TJ
49.96550346780929,1999,Rohöl und Erdölprodukte,Anteil in %
102450,1999,Gas,In TJ
9.300446639311522,1999,Gas,Anteil in %
256610,1999,Kernbrennstoffe,In TJ
23.2951450669959,1999,Kernbrennstoffe,Anteil in %
7360,1999,Übrige erneuerbare Energien,In TJ
0.668143360325357,1999,Übrige erneuerbare Energien,Anteil in %
1138380,1999,Gesamter Energieeinsatz,In TJ
103.3425324085842,1999,Gesamter Energieeinsatz,Anteil in %
-36820,1999,Elektrizität Import / Export-Saldo,In TJ
-3.34253240858419,1999,Elektrizität Import / Export-Saldo,Anteil in %
1101560,1999,Inländischer Bruttoenergieverbrauch = 100%,In TJ
100,1999,Inländischer Bruttoenergieverbrauch = 100%,Anteil in %
28030,2000,Holz und Holzkohle,In TJ
2.531039776062125,2000,Holz und Holzkohle,Anteil in %
136260,2000,Wasserkraft,In TJ
12.30394148720033,2000,Wasserkraft,Anteil in %
45560,2000,Müll und Industrieabfälle,In TJ
4.113955483317532,2000,Müll und Industrieabfälle,Anteil in %
5770,2000,Kohle,In TJ
0.521016750191882,2000,Kohle,Anteil in %
535790,2000,Rohöl und Erdölprodukte,In TJ
48.38051379294776,2000,Rohöl und Erdölprodukte,Anteil in %
101880,2000,Gas,In TJ
9.199512393336041,2000,Gas,Anteil in %
272170,2000,Kernbrennstoffe,In TJ
24.57627883877376,2000,Kernbrennstoffe,Anteil in %
7440,2000,Übrige erneuerbare Energien,In TJ
0.671813625897332,2000,Übrige erneuerbare Energien,Anteil in %
1132900,2000,Gesamter Energieeinsatz,In TJ
102.2980721477268,2000,Gesamter Energieeinsatz,Anteil in %
-25450,2000,Elektrizität Import / Export-Saldo,In TJ
-2.29807214772676,2000,Elektrizität Import / Export-Saldo,Anteil in %
1107450,2000,Inländischer Bruttoenergieverbrauch = 100%,In TJ
100,2000,Inländischer Bruttoenergieverbrauch = 100%,Anteil in %
29880,2001,Holz und Holzkohle,In TJ
2.633736150408546,2001,Holz und Holzkohle,Anteil in %
152140,2001,Wasserkraft,In TJ
13.41019470961032,2001,Wasserkraft,Anteil in %
46360,2001,Müll und Industrieabfälle,In TJ
4.086345647019418,2001,Müll und Industrieabfälle,Anteil in %
6030,2001,Kohle,In TJ
0.531506994208954,2001,Kohle,Anteil in %
547820,2001,Rohöl und Erdölprodukte,In TJ
48.2869256330927,2001,Rohöl und Erdölprodukte,Anteil in %
106040,2001,Gas,In TJ
9.346766445425779,2001,Gas,Anteil in %
275920,2001,Kernbrennstoffe,In TJ
24.320631814616,2001,Kernbrennstoffe,Anteil in %
7920,2001,Übrige erneuerbare Energien,In TJ
0.698098738662506,2001,Übrige erneuerbare Energien,Anteil in %
1172110,2001,Gesamter Energieeinsatz,In TJ
103.3142061330442,2001,Gesamter Energieeinsatz,Anteil in %
-37600,2001,Elektrizität Import / Export-Saldo,In TJ
-3.314206133044222,2001,Elektrizität Import / Export-Saldo,Anteil in %
1134510,2001,Inländischer Bruttoenergieverbrauch = 100%,In TJ
100,2001,Inländischer Bruttoenergieverbrauch = 100%,Anteil in %
28750,2002,Holz und Holzkohle,In TJ
2.583665839893598,2002,Holz und Holzkohle,Anteil in %
131450,2002,Wasserkraft,In TJ
11.81296955318308,2002,Wasserkraft,Anteil in %
48150,2002,Müll und Industrieabfälle,In TJ
4.327078615334843,2002,Müll und Industrieabfälle,Anteil in %
5560,2002,Kohle,In TJ
0.499658506775944,2002,Kohle,Anteil in %
522710,2002,Rohöl und Erdölprodukte,In TJ
46.97419030159244,2002,Rohöl und Erdölprodukte,Anteil in %
104080,2002,Gas,In TJ
9.353319673604371,2002,Gas,Anteil in %
280280,2002,Kernbrennstoffe,In TJ
25.18782127323053,2002,Kernbrennstoffe,Anteil in %
8010,2002,Übrige erneuerbare Energien,In TJ
0.719831769653834,2002,Übrige erneuerbare Energien,Anteil in %
1128990,2002,Gesamter Energieeinsatz,In TJ
101.4585355332686,2002,Gesamter Energieeinsatz,Anteil in %
-16230,2002,Elektrizität Import / Export-Saldo,In TJ
-1.458535533268629,2002,Elektrizität Import / Export-Saldo,Anteil in %
1112760,2002,Inländischer Bruttoenergieverbrauch = 100%,In TJ
100,2002,Inländischer Bruttoenergieverbrauch = 100%,Anteil in %
30750,2003,Holz und Holzkohle,In TJ
2.707438191167148,2003,Holz und Holzkohle,Anteil in %
131200,2003,Wasserkraft,In TJ
11.55173628231317,2003,Wasserkraft,Anteil in %
48650,2003,Müll und Industrieabfälle,In TJ
4.283475382122984,2003,Müll und Industrieabfälle,Anteil in %
5710,2003,Kohle,In TJ
0.502747059237867,2003,Kohle,Anteil in %
529240,2003,Rohöl und Erdölprodukte,In TJ
46.59787279002606,2003,Rohöl und Erdölprodukte,Anteil in %
110010,2003,Gas,In TJ
9.686025216595056,2003,Gas,Anteil in %
282880,2003,Kernbrennstoffe,In TJ
24.90667042332887,2003,Kernbrennstoffe,Anteil in %
8520,2003,Übrige erneuerbare Energien,In TJ
0.7501584841868,2003,Übrige erneuerbare Energien,Anteil in %
1146960,2003,Gesamter Energieeinsatz,In TJ
100.986123828978,2003,Gesamter Energieeinsatz,Anteil in %
-11200,2003,Elektrizität Import / Export-Saldo,In TJ
-0.986123828977953,2003,Elektrizität Import / Export-Saldo,Anteil in %
1135760,2003,Inländischer Bruttoenergieverbrauch = 100%,In TJ
100,2003,Inländischer Bruttoenergieverbrauch = 100%,Anteil in %
30640,2004,Holz und Holzkohle,In TJ
2.689559523182528,2004,Holz und Holzkohle,Anteil in %
126420,2004,Wasserkraft,In TJ
11.09706641386212,2004,Wasserkraft,Anteil in %
49120,2004,Müll und Industrieabfälle,In TJ
4.311722055441442,2004,Müll und Industrieabfälle,Anteil in %
5420,2004,Kohle,In TJ
0.475764119309703,2004,Kohle,Anteil in %
530420,2004,Rohöl und Erdölprodukte,In TJ
46.55992696757431,2004,Rohöl und Erdölprodukte,Anteil in %
113490,2004,Gas,In TJ
9.962079317427714,2004,Gas,Anteil in %
277440,2004,Kernbrennstoffe,In TJ
24.3535050297572,2004,Kernbrennstoffe,Anteil in %
8800,2004,Übrige erneuerbare Energien,In TJ
0.772458348694721,2004,Übrige erneuerbare Energien,Anteil in %
1141750,2004,Gesamter Energieeinsatz,In TJ
100.2220817752497,2004,Gesamter Energieeinsatz,Anteil in %
-2530,2004,Elektrizität Import / Export-Saldo,In TJ
-0.222081775249732,2004,Elektrizität Import / Export-Saldo,Anteil in %
1139220,2004,Inländischer Bruttoenergieverbrauch = 100%,In TJ
100,2004,Inländischer Bruttoenergieverbrauch = 100%,Anteil in %
31880,2005,Holz und Holzkohle,In TJ
2.822262944962331,2005,Holz und Holzkohle,Anteil in %
117930,2005,Wasserkraft,In TJ
10.44007117626749,2005,Wasserkraft,Anteil in %
51260,2005,Müll und Industrieabfälle,In TJ
4.537929691303924,2005,Müll und Industrieabfälle,Anteil in %
6040,2005,Kohle,In TJ
0.534707283173541,2005,Kohle,Anteil in %
533330,2005,Rohöl und Erdölprodukte,In TJ
47.21447604883188,2005,Rohöl und Erdölprodukte,Anteil in %
116510,2005,Gas,In TJ
10.31436184810418,2005,Gas,Anteil in %
240220,2005,Kernbrennstoffe,In TJ
21.2661231066139,2005,Kernbrennstoffe,Anteil in %
9560,2005,Übrige erneuerbare Energien,In TJ
0.846324772705141,2005,Übrige erneuerbare Energien,Anteil in %
1106730,2005,Gesamter Energieeinsatz,In TJ
97.97625687196239,2005,Gesamter Energieeinsatz,Anteil in %
