Wert,Jahr,Primärenergieträger,Einheit
1.239784016573955,1971,Gas,Anteil in %
16500,1971,Kohle,In TJ
2.691636351772402,1971,Kohle,Anteil in %
9670,1971,Holz und Holzkohle,In TJ
1.577462031614493,1971,Holz und Holzkohle,Anteil in %
"""...""",1971,Fernwärme,In TJ
"""...""",1971,Fernwärme,Anteil in %
"""...""",1971,Abfälle,In TJ
"""...""",1971,Abfälle,Anteil in %
"""...""",1971,Übrige erneuerbare Energien,In TJ
"""...""",1971,Übrige erneuerbare Energien,Anteil in %
626120,1972,Primärenergieträger - Total,In TJ
100,1972,Primärenergieträger - Total,Anteil in %
336470,1972,Erdölbrennstoffe,In TJ
53.73889989139462,1972,Erdölbrennstoffe,Anteil in %
160720,1972,Treibstoffe,In TJ
25.66920079218041,1972,Treibstoffe,Anteil in %
97710,1972,Elektrizität,In TJ
15.60563470261292,1972,Elektrizität,Anteil in %
8200,1972,Gas,In TJ
1.309653101641858,1972,Gas,Anteil in %
13790,1972,Kohle,In TJ
2.202453203858685,1972,Kohle,Anteil in %
9230,1972,Holz und Holzkohle,In TJ
1.474158308311506,1972,Holz und Holzkohle,Anteil in %
"""...""",1972,Fernwärme,In TJ
"""...""",1972,Fernwärme,Anteil in %
"""...""",1972,Abfälle,In TJ
"""...""",1972,Abfälle,Anteil in %
"""...""",1972,Übrige erneuerbare Energien,In TJ
"""...""",1972,Übrige erneuerbare Energien,Anteil in %
672690,1973,Primärenergieträger - Total,In TJ
100,1973,Primärenergieträger - Total,Anteil in %
371150,1973,Erdölbrennstoffe,In TJ
55.17400288394357,1973,Erdölbrennstoffe,Anteil in %
165330,1973,Treibstoffe,In TJ
24.57744280426348,1973,Treibstoffe,Anteil in %
103590,1973,Elektrizität,In TJ
15.39936672166972,1973,Elektrizität,Anteil in %
9550,1973,Gas,In TJ
1.419673252166674,1973,Gas,Anteil in %
12960,1973,Kohle,In TJ
1.926593230165455,1973,Kohle,Anteil in %
10110,1973,Holz und Holzkohle,In TJ
1.502921107791107,1973,Holz und Holzkohle,Anteil in %
"""...""",1973,Fernwärme,In TJ
"""...""",1973,Fernwärme,Anteil in %
"""...""",1973,Abfälle,In TJ
"""...""",1973,Abfälle,Anteil in %
"""...""",1973,Übrige erneuerbare Energien,In TJ
"""...""",1973,Übrige erneuerbare Energien,Anteil in %
622040,1974,Primärenergieträger - Total,In TJ
100,1974,Primärenergieträger - Total,Anteil in %
325810,1974,Erdölbrennstoffe,In TJ
52.37766060060446,1974,Erdölbrennstoffe,Anteil in %
155760,1974,Treibstoffe,In TJ
25.04019034145714,1974,Treibstoffe,Anteil in %
106440,1974,Elektrizität,In TJ
17.11143977879236,1974,Elektrizität,Anteil in %
13550,1974,Gas,In TJ
2.178316506977043,1974,Gas,Anteil in %
12130,1974,Kohle,In TJ
1.950035367500482,1974,Kohle,Anteil in %
8350,1974,Holz und Holzkohle,In TJ
1.34235740466851,1974,Holz und Holzkohle,Anteil in %
"""...""",1974,Fernwärme,In TJ
"""...""",1974,Fernwärme,Anteil in %
"""...""",1974,Abfälle,In TJ
"""...""",1974,Abfälle,Anteil in %
"""...""",1974,Übrige erneuerbare Energien,In TJ
"""...""",1974,Übrige erneuerbare Energien,Anteil in %
611750,1975,Primärenergieträger - Total,In TJ
100,1975,Primärenergieträger - Total,Anteil in %
314830,1975,Erdölbrennstoffe,In TJ
51.46383326522273,1975,Erdölbrennstoffe,Anteil in %
156070,1975,Treibstoffe,In TJ
25.51205557825909,1975,Treibstoffe,Anteil in %
104050,1975,Elektrizität,In TJ
17.0085819370658,1975,Elektrizität,Anteil in %
18870,1975,Gas,In TJ
3.084593379648549,1975,Gas,Anteil in %
9580,1975,Kohle,In TJ
1.565999182672661,1975,Kohle,Anteil in %
8350,1975,Holz und Holzkohle,In TJ
1.364936657131181,1975,Holz und Holzkohle,Anteil in %
"""...""",1975,Fernwärme,In TJ
"""...""",1975,Fernwärme,Anteil in %
"""...""",1975,Abfälle,In TJ
"""...""",1975,Abfälle,Anteil in %
"""...""",1975,Übrige erneuerbare Energien,In TJ
"""...""",1975,Übrige erneuerbare Energien,Anteil in %
622730,1976,Primärenergieträger - Total,In TJ
100,1976,Primärenergieträger - Total,Anteil in %
320700,1976,Erdölbrennstoffe,In TJ
51.49904452973199,1976,Erdölbrennstoffe,Anteil in %
157000,1976,Treibstoffe,In TJ
25.21156841648869,1976,Treibstoffe,Anteil in %
107650,1976,Elektrizität,In TJ
17.28678560531852,1976,Elektrizität,Anteil in %
20430,1976,Gas,In TJ
3.280715558909961,1976,Gas,Anteil in %
8600,1976,Kohle,In TJ
1.381015849565622,1976,Kohle,Anteil in %
8350,1976,Holz und Holzkohle,In TJ
1.340870039985226,1976,Holz und Holzkohle,Anteil in %
"""...""",1976,Fernwärme,In TJ
"""...""",1976,Fernwärme,Anteil in %
"""...""",1976,Abfälle,In TJ
"""...""",1976,Abfälle,Anteil in %
"""...""",1976,Übrige erneuerbare Energien,In TJ
"""...""",1976,Übrige erneuerbare Energien,Anteil in %
636210,1977,Primärenergieträger - Total,In TJ
100,1977,Primärenergieträger - Total,Anteil in %
313400,1977,Erdölbrennstoffe,In TJ
49.26046431209821,1977,Erdölbrennstoffe,Anteil in %
167200,1977,Treibstoffe,In TJ
26.28063060938998,1977,Treibstoffe,Anteil in %
112640,1977,Elektrizität,In TJ
17.70484588422062,1977,Elektrizität,Anteil in %
24120,1977,Gas,In TJ
3.791201018531617,1977,Gas,Anteil in %
10500,1977,Kohle,In TJ
1.650398453340878,1977,Kohle,Anteil in %
8350,1977,Holz und Holzkohle,In TJ
1.312459722418698,1977,Holz und Holzkohle,Anteil in %
"""...""",1977,Fernwärme,In TJ
"""...""",1977,Fernwärme,Anteil in %
"""...""",1977,Abfälle,In TJ
"""...""",1977,Abfälle,Anteil in %
"""...""",1977,Übrige erneuerbare Energien,In TJ
"""...""",1977,Übrige erneuerbare Energien,Anteil in %
671390,1978,Primärenergieträger - Total,In TJ
100,1978,Primärenergieträger - Total,Anteil in %
335600,1978,Erdölbrennstoffe,In TJ
49.98585025097187,1978,Erdölbrennstoffe,Anteil in %
170000,1978,Treibstoffe,In TJ
25.32060352403223,1978,Treibstoffe,Anteil in %
116870,1978,Elektrizität,In TJ
17.4071701991391,1978,Elektrizität,Anteil in %
22450,1978,Gas,In TJ
3.343809112438374,1978,Gas,Anteil in %
9200,1978,Kohle,In TJ
1.37029148482998,1978,Kohle,Anteil in %
7910,1978,Holz und Holzkohle,In TJ
1.178152787500559,1978,Holz und Holzkohle,Anteil in %
5760,1978,Fernwärme,In TJ
0.857921625284857,1978,Fernwärme,Anteil in %
3600,1978,Abfälle,In TJ
0.536201015803035,1978,Abfälle,Anteil in %
"""...""",1978,Übrige erneuerbare Energien,In TJ
"""...""",1978,Übrige erneuerbare Energien,Anteil in %
657900,1979,Primärenergieträger - Total,In TJ
100,1979,Primärenergieträger - Total,Anteil in %
313930,1979,Erdölbrennstoffe,In TJ
47.71697826417389,1979,Erdölbrennstoffe,Anteil in %
168770,1979,Treibstoffe,In TJ
25.65283477732178,1979,Treibstoffe,Anteil in %
121560,1979,Elektrizität,In TJ
18.47697218422253,1979,Elektrizität,Anteil in %
25420,1979,Gas,In TJ
3.863809089527284,1979,Gas,Anteil in %
9440,1979,Kohle,In TJ
1.434868521051832,1979,Kohle,Anteil in %
9010,1979,Holz und Holzkohle,In TJ
1.369509043927649,1979,Holz und Holzkohle,Anteil in %
6070,1979,Fernwärme,In TJ
0.922632618939048,1979,Fernwärme,Anteil in %
3700,1979,Abfälle,In TJ
0.562395500835993,1979,Abfälle,Anteil in %
"""...""",1979,Übrige erneuerbare Energien,In TJ
"""...""",1979,Übrige erneuerbare Energien,Anteil in %
698290,1980,Primärenergieträger - Total,In TJ
100,1980,Primärenergieträger - Total,Anteil in %
310660,1980,Erdölbrennstoffe,In TJ
44.48867948846468,1980,Erdölbrennstoffe,Anteil in %
178820,1980,Treibstoffe,In TJ
25.60827163499406,1980,Treibstoffe,Anteil in %
126910,1980,Elektrizität,In TJ
18.17439745664409,1980,Elektrizität,Anteil in %
30370,1980,Gas,In TJ
4.349195892823898,1980,Gas,Anteil in %
13630,1980,Kohle,In TJ
1.951911097108651,1980,Kohle,Anteil in %
26280,1980,Holz und Holzkohle,In TJ
3.763479356714259,1980,Holz und Holzkohle,Anteil in %
7920,1980,Fernwärme,In TJ
1.134199258187859,1980,Fernwärme,Anteil in %
3700,1980,Abfälle,In TJ
0.52986581506251,1980,Abfälle,Anteil in %
"""...""",1980,Übrige erneuerbare Energien,In TJ
"""...""",1980,Übrige erneuerbare Energien,Anteil in %
687890,1981,Primärenergieträger - Total,In TJ
100,1981,Primärenergieträger - Total,Anteil in %
284090,1981,Erdölbrennstoffe,In TJ
41.29875416127579,1981,Erdölbrennstoffe,Anteil in %
181620,1981,Treibstoffe,In TJ
26.40247714024045,1981,Treibstoffe,Anteil in %
130300,1981,Elektrizität,In TJ
18.94198200293652,1981,Elektrizität,Anteil in %
33370,1981,Gas,In TJ
4.851066304205614,1981,Gas,Anteil in %
20110,1981,Kohle,In TJ
2.923432525549143,1981,Kohle,Anteil in %
25480,1981,Holz und Holzkohle,In TJ
3.704080594281062,1981,Holz und Holzkohle,Anteil in %
8320,1981,Fernwärme,In TJ
1.209495704255041,1981,Fernwärme,Anteil in %
4600,1981,Abfälle,In TJ
0.668711567256393,1981,Abfälle,Anteil in %
"""...""",1981,Übrige erneuerbare Energien,In TJ
"""...""",1981,Übrige erneuerbare Energien,Anteil in %
672750,1982,Primärenergieträger - Total,In TJ
100,1982,Primärenergieträger - Total,Anteil in %
264940,1982,Erdölbrennstoffe,In TJ
39.38164251207729,1982,Erdölbrennstoffe,Anteil in %
183720,1982,Treibstoffe,In TJ
27.30880713489409,1982,Treibstoffe,Anteil in %
132230,1982,Elektrizität,In TJ
19.65514678558157,1982,Elektrizität,Anteil in %
35830,1982,Gas,In TJ
5.325901151988108,1982,Gas,Anteil in %
17790,1982,Kohle,In TJ
2.644370122630992,1982,Kohle,Anteil in %
24930,1982,Holz und Holzkohle,In TJ
3.705685618729097,1982,Holz und Holzkohle,Anteil in %
8430,1982,Fernwärme,In TJ
1.253065774804905,1982,Fernwärme,Anteil in %
4880,1982,Abfälle,In TJ
0.725380899293943,1982,Abfälle,Anteil in %
"""...""",1982,Übrige erneuerbare Energien,In TJ
"""...""",1982,Übrige erneuerbare Energien,Anteil in %
691250,1983,Primärenergieträger - Total,In TJ
100,1983,Primärenergieträger - Total,Anteil in %
268480,1983,Erdölbrennstoffe,In TJ
38.83978300180832,1983,Erdölbrennstoffe,Anteil in %
191710,1983,Treibstoffe,In TJ
27.73381555153707,1983,Treibstoffe,Anteil in %
136690,1983,Elektrizität,In TJ
19.77432188065099,1983,Elektrizität,Anteil in %
39920,1983,Gas,In TJ
5.7750452079566,1983,Gas,Anteil in %
15340,1983,Kohle,In TJ
2.219168173598554,1983,Kohle,Anteil in %
25340,1983,Holz und Holzkohle,In TJ
3.665822784810127,1983,Holz und Holzkohle,Anteil in %
8610,1983,Fernwärme,In TJ
1.245569620253165,1983,Fernwärme,Anteil in %
5160,1983,Abfälle,In TJ
0.746473779385172,1983,Abfälle,Anteil in %
"""...""",1983,Übrige erneuerbare Energien,In TJ
"""...""",1983,Übrige erneuerbare Energien,Anteil in %
721260,1984,Primärenergieträger - Total,In TJ
100,1984,Primärenergieträger - Total,Anteil in %
272330,1984,Erdölbrennstoffe,In TJ
37.75753542411891,1984,Erdölbrennstoffe,Anteil in %
198910,1984,Treibstoffe,In TJ
27.57812716634778,1984,Treibstoffe,Anteil in %
142790,1984,Elektrizität,In TJ
19.79729917089538,1984,Elektrizität,Anteil in %
45410,1984,Gas,In TJ
6.295926572941796,1984,Gas,Anteil in %
19770,1984,Kohle,In TJ
2.741036519424341,1984,Kohle,Anteil in %
26560,1984,Holz und Holzkohle,In TJ
3.682444610819954,1984,Holz und Holzkohle,Anteil in %
9210,1984,Fernwärme,In TJ
1.276932035604359,1984,Fernwärme,Anteil in %
6280,1984,Abfälle,In TJ
0.870698499847489,1984,Abfälle,Anteil in %
"""...""",1984,Übrige erneuerbare Energien,In TJ
"""...""",1984,Übrige erneuerbare Energien,Anteil in %
730900,1985,Primärenergieträger - Total,In TJ
100,1985,Primärenergieträger - Total,Anteil in %
270780,1985,Erdölbrennstoffe,In TJ
37.04747571487208,1985,Erdölbrennstoffe,Anteil in %
201050,1985,Treibstoffe,In TJ
27.50718292516076,1985,Treibstoffe,Anteil in %
148760,1985,Elektrizität,In TJ
20.3529894650431,1985,Elektrizität,Anteil in %
47660,1985,Gas,In TJ
6.520727869749623,1985,Gas,Anteil in %
19790,1985,Kohle,In TJ
2.707620741551512,1985,Kohle,Anteil in %
27030,1985,Holz und Holzkohle,In TJ
3.698180325625941,1985,Holz und Holzkohle,Anteil in %
9430,1985,Fernwärme,In TJ
1.290190176494733,1985,Fernwärme,Anteil in %
6400,1985,Abfälle,In TJ
0.875632781502258,1985,Abfälle,Anteil in %
"""...""",1985,Übrige erneuerbare Energien,In TJ
"""...""",1985,Übrige erneuerbare Energien,Anteil in %
745870,1986,Primärenergieträger - Total,In TJ
100,1986,Primärenergieträger - Total,Anteil in %
274260,1986,Erdölbrennstoffe,In TJ
36.77048279190744,1986,Erdölbrennstoffe,Anteil in %
210300,1986,Treibstoffe,In TJ
28.19526190891174,1986,Treibstoffe,Anteil in %
152450,1986,Elektrizität,In TJ
20.43921863059246,1986,Elektrizität,Anteil in %
48980,1986,Gas,In TJ
6.566827999517342,1986,Gas,Anteil in %
17200,1986,Kohle,In TJ
2.306031882231488,1986,Kohle,Anteil in %
26290,1986,Holz und Holzkohle,In TJ
3.524742917666618,1986,Holz und Holzkohle,Anteil in %
9860,1986,Fernwärme,In TJ
1.321946183651307,1986,Fernwärme,Anteil in %
6530,1986,Abfälle,In TJ
0.875487685521606,1986,Abfälle,Anteil in %
"""...""",1986,Übrige erneuerbare Energien,In TJ
"""...""",1986,Übrige erneuerbare Energien,Anteil in %
755680,1987,Primärenergieträger - Total,In TJ
100,1987,Primärenergieträger - Total,Anteil in %
268440,1987,Erdölbrennstoffe,In TJ
35.52297268685157,1987,Erdölbrennstoffe,Anteil in %
216880,1987,Treibstoffe,In TJ
28.69997882701673,1987,Treibstoffe,Anteil in %
156930,1987,Elektrizität,In TJ
20.76672665678594,1987,Elektrizität,Anteil in %
52820,1987,Gas,In TJ
6.989731103112429,1987,Gas,Anteil in %
16420,1987,Kohle,In TJ
2.172877408426847,1987,Kohle,Anteil in %
26380,1987,Holz und Holzkohle,In TJ
3.490895617192463,1987,Holz und Holzkohle,Anteil in %
11250,1987,Fernwärme,In TJ
1.488725386406945,1987,Fernwärme,Anteil in %
6560,1987,Abfälle,In TJ
0.868092314207072,1987,Abfälle,Anteil in %
"""...""",1987,Übrige erneuerbare Energien,In TJ
"""...""",1987,Übrige erneuerbare Energien,Anteil in %
758790,1988,Primärenergieträger - Total,In TJ
100,1988,Primärenergieträger - Total,Anteil in %
261760,1988,Erdölbrennstoffe,In TJ
34.49702816325993,1988,Erdölbrennstoffe,Anteil in %
227300,1988,Treibstoffe,In TJ
29.95558718486011,1988,Treibstoffe,Anteil in %
159580,1988,Elektrizität,In TJ
21.0308517508138,1988,Elektrizität,Anteil in %
53800,1988,Gas,In TJ
7.090235770107672,1988,Gas,Anteil in %
14030,1988,Kohle,In TJ
1.848996428524361,1988,Kohle,Anteil in %
25010,1988,Holz und Holzkohle,In TJ
3.29603711171734,1988,Holz und Holzkohle,Anteil in %
10720,1988,Fernwärme,In TJ
1.41277560326309,1988,Fernwärme,Anteil in %
6590,1988,Abfälle,In TJ
0.868487987453709,1988,Abfälle,Anteil in %
"""...""",1988,Übrige erneuerbare Energien,In TJ
"""...""",1988,Übrige erneuerbare Energien,Anteil in %
761970,1989,Primärenergieträger - Total,In TJ
100,1989,Primärenergieträger - Total,Anteil in %
247020,1989,Erdölbrennstoffe,In TJ
32.41859915744714,1989,Erdölbrennstoffe,Anteil in %
236010,1989,Treibstoffe,In TJ
30.97366038032994,1989,Treibstoffe,Anteil in %
163810,1989,Elektrizität,In TJ
21.49822171476567,1989,Elektrizität,Anteil in %
58830,1989,Gas,In TJ
7.72077640852002,1989,Gas,Anteil in %
14010,1989,Kohle,In TJ
1.838655065160046,1989,Kohle,Anteil in %
24870,1989,Holz und Holzkohle,In TJ
3.263908027875113,1989,Holz und Holzkohle,Anteil in %
10780,1989,Fernwärme,In TJ
1.414753861700592,1989,Fernwärme,Anteil in %
6640,1989,Abfälle,In TJ
0.871425384201478,1989,Abfälle,Anteil in %
"""...""",1989,Übrige erneuerbare Energien,In TJ
"""...""",1989,Übrige erneuerbare Energien,Anteil in %
794320,1990,Primärenergieträger - Total,In TJ
100,1990,Primärenergieträger - Total,Anteil in %
243600,1990,Erdölbrennstoffe,In TJ
30.66774096082184,1990,Erdölbrennstoffe,Anteil in %
253220,1990,Treibstoffe,In TJ
31.87883976231242,1990,Treibstoffe,Anteil in %
167680,1990,Elektrizität,In TJ
21.10988014905831,1990,Elektrizität,Anteil in %
63670,1990,Gas,In TJ
8.015661194480813,1990,Gas,Anteil in %
14360,1990,Kohle,In TJ
1.807835632994259,1990,Kohle,Anteil in %
28600,1990,Holz und Holzkohle,In TJ
3.600564004431464,1990,Holz und Holzkohle,Anteil in %
10420,1990,Fernwärme,In TJ
1.311813878537617,1990,Fernwärme,Anteil in %
8680,1990,Abfälle,In TJ
1.092758585960318,1990,Abfälle,Anteil in %
4090,1990,Übrige erneuerbare Energien,In TJ
0.514905831402961,1990,Übrige erneuerbare Energien,Anteil in %
834850,1991,Primärenergieträger - Total,In TJ
100,1991,Primärenergieträger - Total,Anteil in %
261650,1991,Erdölbrennstoffe,In TJ
31.3409594537941,1991,Erdölbrennstoffe,Anteil in %
258940,1991,Treibstoffe,In TJ
31.01635024255855,1991,Treibstoffe,Anteil in %
171310,1991,Elektrizität,In TJ
20.51985386596395,1991,Elektrizität,Anteil in %
71480,1991,Gas,In TJ
8.562017128825538,1991,Gas,Anteil in %
12540,1991,Kohle,In TJ
1.502066239444212,1991,Kohle,Anteil in %
31510,1991,Holz und Holzkohle,In TJ
3.774330718093071,1991,Holz und Holzkohle,Anteil in %
12090,1991,Fernwärme,In TJ
1.448164340899563,1991,Fernwärme,Anteil in %
10740,1991,Abfälle,In TJ
1.286458645265617,1991,Abfälle,Anteil in %
4590,1991,Übrige erneuerbare Energien,In TJ
0.549799365155417,1991,Übrige erneuerbare Energien,Anteil in %
837930,1992,Primärenergieträger - Total,In TJ
100,1992,Primärenergieträger - Total,Anteil in %
257870,1992,Erdölbrennstoffe,In TJ
30.77464704688936,1992,Erdölbrennstoffe,Anteil in %
265890,1992,Treibstoffe,In TJ
31.73176757008342,1992,Treibstoffe,Anteil in %
172320,1992,Elektrizität,In TJ
20.56496366044896,1992,Elektrizität,Anteil in %
75380,1992,Gas,In TJ
8.995978184335208,1992,Gas,Anteil in %
8660,1992,Kohle,In TJ
1.033499218311792,1992,Kohle,Anteil in %
30500,1992,Holz und Holzkohle,In TJ
3.639922189204349,1992,Holz und Holzkohle,Anteil in %
11970,1992,Fernwärme,In TJ
1.428520282123805,1992,Fernwärme,Anteil in %
10720,1992,Abfälle,In TJ
1.279343143221988,1992,Abfälle,Anteil in %
4620,1992,Übrige erneuerbare Energien,In TJ
0.551358705381118,1992,Übrige erneuerbare Energien,Anteil in %
814370,1993,Primärenergieträger - Total,In TJ
100,1993,Primärenergieträger - Total,Anteil in %
245520,1993,Erdölbrennstoffe,In TJ
30.1484583174724,1993,Erdölbrennstoffe,Anteil in %
253490,1993,Treibstoffe,In TJ
31.12712894630205,1993,Treibstoffe,Anteil in %
170060,1993,Elektrizität,In TJ
20.88239989194101,1993,Elektrizität,Anteil in %
79340,1993,Gas,In TJ
9.742500337684344,1993,Gas,Anteil in %
7280,1993,Kohle,In TJ
0.893942556823066,1993,Kohle,Anteil in %
30590,1993,Holz und Holzkohle,In TJ
3.756277858958459,1993,Holz und Holzkohle,Anteil in %
11310,1993,Fernwärme,In TJ
1.388803615064406,1993,Fernwärme,Anteil in %
11960,1993,Abfälle,In TJ
1.468619914780751,1993,Abfälle,Anteil in %
4820,1993,Übrige erneuerbare Energien,In TJ
0.591868560973513,1993,Übrige erneuerbare Energien,Anteil in %
794900,1994,Primärenergieträger - Total,In TJ
100,1994,Primärenergieträger - Total,Anteil in %
228480,1994,Erdölbrennstoffe,In TJ
28.74323814316266,1994,Erdölbrennstoffe,Anteil in %
257470,1994,Treibstoffe,In TJ
32.3902377657567,1994,Treibstoffe,Anteil in %
168830,1994,Elektrizität,In TJ
21.23914957856334,1994,Elektrizität,Anteil in %
78080,1994,Gas,In TJ
9.822619197383318,1994,Gas,Anteil in %
7350,1994,Kohle,In TJ
0.924644609384828,1994,Kohle,Anteil in %
28510,1994,Holz und Holzkohle,In TJ
3.586614668511762,1994,Holz und Holzkohle,Anteil in %
11280,1994,Fernwärme,In TJ
1.419046420933451,1994,Fernwärme,Anteil in %
10110,1994,Abfälle,In TJ
1.271858095357907,1994,Abfälle,Anteil in %
4790,1994,Übrige erneuerbare Energien,In TJ
0.602591520946031,1994,Übrige erneuerbare Energien,Anteil in %
818400,1995,Primärenergieträger - Total,In TJ
100,1995,Primärenergieträger - Total,Anteil in %
237680,1995,Erdölbrennstoffe,In TJ
29.04203323558162,1995,Erdölbrennstoffe,Anteil in %
256360,1995,Treibstoffe,In TJ
31.32453567937439,1995,Treibstoffe,Anteil in %
172380,1995,Elektrizität,In TJ
21.06304985337243,1995,Elektrizität,Anteil in %
86010,1995,Gas,In TJ
10.50953079178886,1995,Gas,Anteil in %
7920,1995,Kohle,In TJ
0.967741935483871,1995,Kohle,Anteil in %
30400,1995,Holz und Holzkohle,In TJ
3.714565004887585,1995,Holz und Holzkohle,Anteil in %
11970,1995,Fernwärme,In TJ
1.462609970674487,1995,Fernwärme,Anteil in %
10440,1995,Abfälle,In TJ
1.275659824046921,1995,Abfälle,Anteil in %
5240,1995,Übrige erneuerbare Energien,In TJ
0.640273704789834,1995,Übrige erneuerbare Energien,Anteil in %
838920,1996,Primärenergieträger - Total,In TJ
100,1996,Primärenergieträger - Total,Anteil in %
243540,1996,Erdölbrennstoffe,In TJ
29.03018166213703,1996,Erdölbrennstoffe,Anteil in %
259080,1996,Treibstoffe,In TJ
30.88256329566586,1996,Treibstoffe,Anteil in %
175290,1996,Elektrizität,In TJ
20.89472178515234,1996,Elektrizität,Anteil in %
92340,1996,Gas,In TJ
11.00700901158633,1996,Gas,Anteil in %
5960,1996,Kohle,In TJ
0.710437228818004,1996,Kohle,Anteil in %
33380,1996,Holz und Holzkohle,In TJ
3.978925284890097,1996,Holz und Holzkohle,Anteil in %
12480,1996,Fernwärme,In TJ
1.487626948934344,1996,Fernwärme,Anteil in %
11110,1996,Abfälle,In TJ
1.324321747008058,1996,Abfälle,Anteil in %
5740,1996,Übrige erneuerbare Energien,In TJ
0.684213035807944,1996,Übrige erneuerbare Energien,Anteil in %
823260,1997,Primärenergieträger - Total,In TJ
100,1997,Primärenergieträger - Total,Anteil in %
228100,1997,Erdölbrennstoffe,In TJ
27.70692126424216,1997,Erdölbrennstoffe,Anteil in %
268890,1997,Treibstoffe,In TJ
32.66161358501567,1997,Treibstoffe,Anteil in %
175000,1997,Elektrizität,In TJ
21.25695406068557,1997,Elektrizität,Anteil in %
88570,1997,Gas,In TJ
10.75844812088526,1997,Gas,Anteil in %
4590,1997,Kohle,In TJ
0.557539537934553,1997,Kohle,Anteil in %
29370,1997,Holz und Holzkohle,In TJ
3.567524232927629,1997,Holz und Holzkohle,Anteil in %
12980,1997,Fernwärme,In TJ
1.576658649758278,1997,Fernwärme,Anteil in %
10090,1997,Abfälle,In TJ
1.225615236984671,1997,Abfälle,Anteil in %
5670,1997,Übrige erneuerbare Energien,In TJ
0.688725311566212,1997,Übrige erneuerbare Energien,Anteil in %
847720,1998,Primärenergieträger - Total,In TJ
100,1998,Primärenergieträger - Total,Anteil in %
239750,1998,Erdölbrennstoffe,In TJ
28.28174397206625,1998,Erdölbrennstoffe,Anteil in %
274460,1998,Treibstoffe,In TJ
32.3762563110461,1998,Treibstoffe,Anteil in %
178630,1998,Elektrizität,In TJ
21.0718161657151,1998,Elektrizität,Anteil in %
91570,1998,Gas,In TJ
10.80191572689095,1998,Gas,Anteil in %
3810,1998,Kohle,In TJ
0.449440853111877,1998,Kohle,Anteil in %
29870,1998,Holz und Holzkohle,In TJ
3.52356910300571,1998,Holz und Holzkohle,Anteil in %
13250,1998,Fernwärme,In TJ
1.563016090218468,1998,Fernwärme,Anteil in %
10320,1998,Abfälle,In TJ
1.2173830981928,1998,Abfälle,Anteil in %
6060,1998,Übrige erneuerbare Energien,In TJ
0.714858679752749,1998,Übrige erneuerbare Energien,Anteil in %
853680,1999,Primärenergieträger - Total,In TJ
100,1999,Primärenergieträger - Total,Anteil in %
227680,1999,Erdölbrennstoffe,In TJ
26.67041514384781,1999,Erdölbrennstoffe,Anteil in %
286920,1999,Treibstoffe,In TJ
33.60978352544279,1999,Treibstoffe,Anteil in %
184370,1999,Elektrizität,In TJ
21.59708555899166,1999,Elektrizität,Anteil in %
92860,1999,Gas,In TJ
10.87761222003561,1999,Gas,Anteil in %
3960,1999,Kohle,In TJ
0.463874051166714,1999,Kohle,Anteil in %
29450,1999,Holz und Holzkohle,In TJ
3.449770405772655,1999,Holz und Holzkohle,Anteil in %
13210,1999,Fernwärme,In TJ
1.547418236341486,1999,Fernwärme,Anteil in %
8930,1999,Abfälle,In TJ
1.046059413363321,1999,Abfälle,Anteil in %
6300,1999,Übrige erneuerbare Energien,In TJ
0.737981445037953,1999,Übrige erneuerbare Energien,Anteil in %
847020,2000,Primärenergieträger - Total,In TJ
100,2000,Primärenergieträger - Total,Anteil in %
208430,2000,Erdölbrennstoffe,In TJ
24.60744728577838,2000,Erdölbrennstoffe,Anteil in %
293370,2000,Treibstoffe,In TJ
34.63554579584898,2000,Treibstoffe,Anteil in %
188540,2000,Elektrizität,In TJ
22.25921465844962,2000,Elektrizität,Anteil in %
93180,2000,Gas,In TJ
11.00092087554013,2000,Gas,Anteil in %
5770,2000,Kohle,In TJ
0.681211777762036,2000,Kohle,Anteil in %
27780,2000,Holz und Holzkohle,In TJ
3.279733654459163,2000,Holz und Holzkohle,Anteil in %
13180,2000,Fernwärme,In TJ
1.556043540884513,2000,Fernwärme,Anteil in %
10440,2000,Abfälle,In TJ
1.232556492172558,2000,Abfälle,Anteil in %
6330,2000,Übrige erneuerbare Energien,In TJ
0.747325919104626,2000,Übrige erneuerbare Energien,Anteil in %
869940,2001,Primärenergieträger - Total,In TJ
100,2001,Primärenergieträger - Total,Anteil in %
226750,2001,Erdölbrennstoffe,In TJ
26.06501597811343,2001,Erdölbrennstoffe,Anteil in %
285870,2001,Treibstoffe,In TJ
32.86088695772122,2001,Treibstoffe,Anteil in %
193500,2001,Elektrizität,In TJ
22.24291330436582,2001,Elektrizität,Anteil in %
97030,2001,Gas,In TJ
11.15364277996184,2001,Gas,Anteil in %
6030,2001,Kohle,In TJ
0.69315125181047,2001,Kohle,Anteil in %
29630,2001,Holz und Holzkohle,In TJ
3.405982021748626,2001,Holz und Holzkohle,Anteil in %
13900,2001,Fernwärme,In TJ
1.597811343311033,2001,Fernwärme,Anteil in %
10450,2001,Abfälle,In TJ
1.201232268892108,2001,Abfälle,Anteil in %
6780,2001,Übrige erneuerbare Energien,In TJ
0.779364094075453,2001,Übrige erneuerbare Energien,Anteil in %
842530,2002,Primärenergieträger - Total,In TJ
100,2002,Primärenergieträger - Total,Anteil in %
208240,2002,Erdölbrennstoffe,In TJ
