Wert,Erwerbsstatus,Wirtschaftsabschnitt,Quartal
7563,Arbeitnehmer,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2008Q1
7742.6,Arbeitnehmer,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2008Q2
7817.8,Arbeitnehmer,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2008Q3
7853.7,Arbeitnehmer,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2008Q4
7768.5,Arbeitnehmer,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2009Q1
7718.4,Arbeitnehmer,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2009Q2
7555,Arbeitnehmer,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2009Q3
7513.4,Arbeitnehmer,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2009Q4
7487.4,Arbeitnehmer,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2010Q1
7562.9,Arbeitnehmer,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2010Q2
7598.5,Arbeitnehmer,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2010Q3
7726.8,Arbeitnehmer,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2010Q4
7981.7,Arbeitnehmer,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2011Q1
8192.3,Arbeitnehmer,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2011Q2
8270.7,Arbeitnehmer,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2011Q3
8392.4,Arbeitnehmer,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2011Q4
8610.4,Arbeitnehmer,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2012Q1
8784.8,Arbeitnehmer,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2012Q2
8851.2,Arbeitnehmer,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2012Q3
8948.2,Arbeitnehmer,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2012Q4
9020.3,Arbeitnehmer,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2013Q1
9108.3,Arbeitnehmer,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2013Q2
9146.4,Arbeitnehmer,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2013Q3
9211.9,Arbeitnehmer,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2013Q4
9260.3,Arbeitnehmer,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2014Q1
9368.6,Arbeitnehmer,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2014Q2
9415.8,Arbeitnehmer,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2014Q3
9466.6,Arbeitnehmer,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2014Q4
9484.6,Arbeitnehmer,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2015Q1
9480.3,Arbeitnehmer,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2015Q2
9412.7,Arbeitnehmer,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2015Q3
9429.1,Arbeitnehmer,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2015Q4
9404.7,Arbeitnehmer,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2016Q1
9357.4,Arbeitnehmer,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2016Q2
9301.7,Arbeitnehmer,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2016Q3
372.4,Arbeitnehmer,> Energieversorgung,2002Q1
387.5,Arbeitnehmer,> Energieversorgung,2002Q2
386.5,Arbeitnehmer,> Energieversorgung,2002Q3
387.3,Arbeitnehmer,> Energieversorgung,2002Q4
383.8,Arbeitnehmer,> Energieversorgung,2003Q1
392.7,Arbeitnehmer,> Energieversorgung,2003Q2
393.7,Arbeitnehmer,> Energieversorgung,2003Q3
397.2,Arbeitnehmer,> Energieversorgung,2003Q4
396.2,Arbeitnehmer,> Energieversorgung,2004Q1
416,Arbeitnehmer,> Energieversorgung,2004Q2
389.2,Arbeitnehmer,> Energieversorgung,2004Q3
387.2,Arbeitnehmer,> Energieversorgung,2004Q4
392.4,Arbeitnehmer,> Energieversorgung,2005Q1
382.5,Arbeitnehmer,> Energieversorgung,2005Q2
357.6,Arbeitnehmer,> Energieversorgung,2005Q3
363.6,Arbeitnehmer,> Energieversorgung,2005Q4
365.7,Arbeitnehmer,> Energieversorgung,2006Q1
398.7,Arbeitnehmer,> Energieversorgung,2006Q2
418.8,Arbeitnehmer,> Energieversorgung,2006Q3
455.2,Arbeitnehmer,> Energieversorgung,2006Q4
465.2,Arbeitnehmer,> Energieversorgung,2007Q1
508.4,Arbeitnehmer,> Energieversorgung,2007Q2
496,Arbeitnehmer,> Energieversorgung,2007Q3
501.4,Arbeitnehmer,> Energieversorgung,2007Q4
512.3,Arbeitnehmer,> Energieversorgung,2008Q1
530.7,Arbeitnehmer,> Energieversorgung,2008Q2
525.2,Arbeitnehmer,> Energieversorgung,2008Q3
522.4,Arbeitnehmer,> Energieversorgung,2008Q4
527.2,Arbeitnehmer,> Energieversorgung,2009Q1
624.8,Arbeitnehmer,> Energieversorgung,2009Q2
629.6,Arbeitnehmer,> Energieversorgung,2009Q3
638.4,Arbeitnehmer,> Energieversorgung,2009Q4
674.6,Arbeitnehmer,> Energieversorgung,2010Q1
717.1,Arbeitnehmer,> Energieversorgung,2010Q2
759.1,Arbeitnehmer,> Energieversorgung,2010Q3
745.4,Arbeitnehmer,> Energieversorgung,2010Q4
746.1,Arbeitnehmer,> Energieversorgung,2011Q1
773.6,Arbeitnehmer,> Energieversorgung,2011Q2
805.2,Arbeitnehmer,> Energieversorgung,2011Q3
827.6,Arbeitnehmer,> Energieversorgung,2011Q4
842.3,Arbeitnehmer,> Energieversorgung,2012Q1
874.2,Arbeitnehmer,> Energieversorgung,2012Q2
889.1,Arbeitnehmer,> Energieversorgung,2012Q3
903.2,Arbeitnehmer,> Energieversorgung,2012Q4
925.5,Arbeitnehmer,> Energieversorgung,2013Q1
947.3,Arbeitnehmer,> Energieversorgung,2013Q2
968.4,Arbeitnehmer,> Energieversorgung,2013Q3
958,Arbeitnehmer,> Energieversorgung,2013Q4
971.9,Arbeitnehmer,> Energieversorgung,2014Q1
981.3,Arbeitnehmer,> Energieversorgung,2014Q2
984.3,Arbeitnehmer,> Energieversorgung,2014Q3
1007.3,Arbeitnehmer,> Energieversorgung,2014Q4
1001.2,Arbeitnehmer,> Energieversorgung,2015Q1
1012.4,Arbeitnehmer,> Energieversorgung,2015Q2
1030.6,Arbeitnehmer,> Energieversorgung,2015Q3
1031.1,Arbeitnehmer,> Energieversorgung,2015Q4
1019.7,Arbeitnehmer,> Energieversorgung,2016Q1
1025.7,Arbeitnehmer,> Energieversorgung,2016Q2
1043.5,Arbeitnehmer,> Energieversorgung,2016Q3
112.5,Arbeitnehmer,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2002Q1
113.4,Arbeitnehmer,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2002Q2
108.8,Arbeitnehmer,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2002Q3
106,Arbeitnehmer,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2002Q4
118,Arbeitnehmer,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2003Q1
124.4,Arbeitnehmer,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2003Q2
120.8,Arbeitnehmer,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2003Q3
118.9,Arbeitnehmer,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2003Q4
120.7,Arbeitnehmer,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2004Q1
120.7,Arbeitnehmer,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2004Q2
123.4,Arbeitnehmer,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2004Q3
130.1,Arbeitnehmer,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2004Q4
134,Arbeitnehmer,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2005Q1
135.4,Arbeitnehmer,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2005Q2
132.3,Arbeitnehmer,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2005Q3
131.4,Arbeitnehmer,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2005Q4
137.4,Arbeitnehmer,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2006Q1
144.8,Arbeitnehmer,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2006Q2
157.1,Arbeitnehmer,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2006Q3
144.8,Arbeitnehmer,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2006Q4
147.4,Arbeitnehmer,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2007Q1
173.1,Arbeitnehmer,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2007Q2
154.7,Arbeitnehmer,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2007Q3
159.4,Arbeitnehmer,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2007Q4
165.2,Arbeitnehmer,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2008Q1
155.4,Arbeitnehmer,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2008Q2
159.4,Arbeitnehmer,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2008Q3
155.5,Arbeitnehmer,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2008Q4
168.9,Arbeitnehmer,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2009Q1
175.5,Arbeitnehmer,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2009Q2
160.3,Arbeitnehmer,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2009Q3
187.8,Arbeitnehmer,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2009Q4
183.9,Arbeitnehmer,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2010Q1
209.2,Arbeitnehmer,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2010Q2
204.7,Arbeitnehmer,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2010Q3
196.2,Arbeitnehmer,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2010Q4
217.8,Arbeitnehmer,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2011Q1
217,Arbeitnehmer,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2011Q2
210.2,Arbeitnehmer,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2011Q3
209.8,Arbeitnehmer,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2011Q4
242.5,Arbeitnehmer,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2012Q1
220.5,Arbeitnehmer,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2012Q2
220.3,Arbeitnehmer,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2012Q3
230.5,Arbeitnehmer,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2012Q4
213.9,Arbeitnehmer,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2013Q1
222.3,Arbeitnehmer,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2013Q2
219.8,Arbeitnehmer,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2013Q3
234.1,Arbeitnehmer,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2013Q4
234.8,Arbeitnehmer,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2014Q1
235.8,Arbeitnehmer,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2014Q2
246.1,Arbeitnehmer,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2014Q3
228.2,Arbeitnehmer,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2014Q4
242.6,Arbeitnehmer,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2015Q1
256.5,Arbeitnehmer,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2015Q2
254,Arbeitnehmer,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2015Q3
277.4,Arbeitnehmer,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2015Q4
285.9,Arbeitnehmer,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2016Q1
269.4,Arbeitnehmer,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2016Q2
285.1,Arbeitnehmer,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2016Q3
16304.2,Arbeitnehmer,> Baugewerbe/Bau,2002Q1
16465.9,Arbeitnehmer,> Baugewerbe/Bau,2002Q2
16622.4,Arbeitnehmer,> Baugewerbe/Bau,2002Q3
16222.9,Arbeitnehmer,> Baugewerbe/Bau,2002Q4
16168.7,Arbeitnehmer,> Baugewerbe/Bau,2003Q1
16630.9,Arbeitnehmer,> Baugewerbe/Bau,2003Q2
16828.3,Arbeitnehmer,> Baugewerbe/Bau,2003Q3
16195.2,Arbeitnehmer,> Baugewerbe/Bau,2003Q4
16285.8,Arbeitnehmer,> Baugewerbe/Bau,2004Q1
17124.2,Arbeitnehmer,> Baugewerbe/Bau,2004Q2
16897.1,Arbeitnehmer,> Baugewerbe/Bau,2004Q3
16257,Arbeitnehmer,> Baugewerbe/Bau,2004Q4
16581.9,Arbeitnehmer,> Baugewerbe/Bau,2005Q1
16826.4,Arbeitnehmer,> Baugewerbe/Bau,2005Q2
16754.1,Arbeitnehmer,> Baugewerbe/Bau,2005Q3
16227.4,Arbeitnehmer,> Baugewerbe/Bau,2005Q4
16443.9,Arbeitnehmer,> Baugewerbe/Bau,2006Q1
17057.4,Arbeitnehmer,> Baugewerbe/Bau,2006Q2
17539.3,Arbeitnehmer,> Baugewerbe/Bau,2006Q3
17058,Arbeitnehmer,> Baugewerbe/Bau,2006Q4
17541.9,Arbeitnehmer,> Baugewerbe/Bau,2007Q1
18165.4,Arbeitnehmer,> Baugewerbe/Bau,2007Q2
18479.4,Arbeitnehmer,> Baugewerbe/Bau,2007Q3
17675.6,Arbeitnehmer,> Baugewerbe/Bau,2007Q4
18100.2,Arbeitnehmer,> Baugewerbe/Bau,2008Q1
18958.3,Arbeitnehmer,> Baugewerbe/Bau,2008Q2
19140.7,Arbeitnehmer,> Baugewerbe/Bau,2008Q3
18095.1,Arbeitnehmer,> Baugewerbe/Bau,2008Q4
18191.7,Arbeitnehmer,> Baugewerbe/Bau,2009Q1
18693.9,Arbeitnehmer,> Baugewerbe/Bau,2009Q2
18742.5,Arbeitnehmer,> Baugewerbe/Bau,2009Q3
18376.4,Arbeitnehmer,> Baugewerbe/Bau,2009Q4
18885.4,Arbeitnehmer,> Baugewerbe/Bau,2010Q1
19701.6,Arbeitnehmer,> Baugewerbe/Bau,2010Q2
19957.4,Arbeitnehmer,> Baugewerbe/Bau,2010Q3
19309.5,Arbeitnehmer,> Baugewerbe/Bau,2010Q4
19635.8,Arbeitnehmer,> Baugewerbe/Bau,2011Q1
20680.4,Arbeitnehmer,> Baugewerbe/Bau,2011Q2
21179.8,Arbeitnehmer,> Baugewerbe/Bau,2011Q3
20674,Arbeitnehmer,> Baugewerbe/Bau,2011Q4
20883.7,Arbeitnehmer,> Baugewerbe/Bau,2012Q1
21909.3,Arbeitnehmer,> Baugewerbe/Bau,2012Q2
22563.6,Arbeitnehmer,> Baugewerbe/Bau,2012Q3
22061.9,Arbeitnehmer,> Baugewerbe/Bau,2012Q4
22128.4,Arbeitnehmer,> Baugewerbe/Bau,2013Q1
23336,Arbeitnehmer,> Baugewerbe/Bau,2013Q2
23726,Arbeitnehmer,> Baugewerbe/Bau,2013Q3
22899.8,Arbeitnehmer,> Baugewerbe/Bau,2013Q4
23246.8,Arbeitnehmer,> Baugewerbe/Bau,2014Q1
23928.9,Arbeitnehmer,> Baugewerbe/Bau,2014Q2
24141,Arbeitnehmer,> Baugewerbe/Bau,2014Q3
23671.8,Arbeitnehmer,> Baugewerbe/Bau,2014Q4
23946.4,Arbeitnehmer,> Baugewerbe/Bau,2015Q1
24491.2,Arbeitnehmer,> Baugewerbe/Bau,2015Q2
24523.7,Arbeitnehmer,> Baugewerbe/Bau,2015Q3
24005.5,Arbeitnehmer,> Baugewerbe/Bau,2015Q4
24084.4,Arbeitnehmer,> Baugewerbe/Bau,2016Q1
24394.6,Arbeitnehmer,> Baugewerbe/Bau,2016Q2
24465.7,Arbeitnehmer,> Baugewerbe/Bau,2016Q3
5590.2,Arbeitnehmer,..... Hoch- und Tiefbau,2002Q1
5652.8,Arbeitnehmer,..... Hoch- und Tiefbau,2002Q2
5708.7,Arbeitnehmer,..... Hoch- und Tiefbau,2002Q3
5561.4,Arbeitnehmer,..... Hoch- und Tiefbau,2002Q4
5549.3,Arbeitnehmer,..... Hoch- und Tiefbau,2003Q1
5697.1,Arbeitnehmer,..... Hoch- und Tiefbau,2003Q2
5784.7,Arbeitnehmer,..... Hoch- und Tiefbau,2003Q3
5541,Arbeitnehmer,..... Hoch- und Tiefbau,2003Q4
5595,Arbeitnehmer,..... Hoch- und Tiefbau,2004Q1
5882,Arbeitnehmer,..... Hoch- und Tiefbau,2004Q2
5793,Arbeitnehmer,..... Hoch- und Tiefbau,2004Q3
5580.5,Arbeitnehmer,..... Hoch- und Tiefbau,2004Q4
5728.4,Arbeitnehmer,..... Hoch- und Tiefbau,2005Q1
5794.1,Arbeitnehmer,..... Hoch- und Tiefbau,2005Q2
5780.3,Arbeitnehmer,..... Hoch- und Tiefbau,2005Q3
5598.8,Arbeitnehmer,..... Hoch- und Tiefbau,2005Q4
5677.9,Arbeitnehmer,..... Hoch- und Tiefbau,2006Q1
5889.5,Arbeitnehmer,..... Hoch- und Tiefbau,2006Q2
6061.2,Arbeitnehmer,..... Hoch- und Tiefbau,2006Q3
5945.3,Arbeitnehmer,..... Hoch- und Tiefbau,2006Q4
6111.9,Arbeitnehmer,..... Hoch- und Tiefbau,2007Q1
6393.1,Arbeitnehmer,..... Hoch- und Tiefbau,2007Q2
6539.4,Arbeitnehmer,..... Hoch- und Tiefbau,2007Q3
6254.5,Arbeitnehmer,..... Hoch- und Tiefbau,2007Q4
6380.2,Arbeitnehmer,..... Hoch- und Tiefbau,2008Q1
6707.2,Arbeitnehmer,..... Hoch- und Tiefbau,2008Q2
6755.9,Arbeitnehmer,..... Hoch- und Tiefbau,2008Q3
6387.4,Arbeitnehmer,..... Hoch- und Tiefbau,2008Q4
6423,Arbeitnehmer,..... Hoch- und Tiefbau,2009Q1
6603.8,Arbeitnehmer,..... Hoch- und Tiefbau,2009Q2
6622.2,Arbeitnehmer,..... Hoch- und Tiefbau,2009Q3
6493.1,Arbeitnehmer,..... Hoch- und Tiefbau,2009Q4
6684,Arbeitnehmer,..... Hoch- und Tiefbau,2010Q1
6942.8,Arbeitnehmer,..... Hoch- und Tiefbau,2010Q2
7023.6,Arbeitnehmer,..... Hoch- und Tiefbau,2010Q3
6790.5,Arbeitnehmer,..... Hoch- und Tiefbau,2010Q4
6875.8,Arbeitnehmer,..... Hoch- und Tiefbau,2011Q1
7195.1,Arbeitnehmer,..... Hoch- und Tiefbau,2011Q2
7404.9,Arbeitnehmer,..... Hoch- und Tiefbau,2011Q3
7214.6,Arbeitnehmer,..... Hoch- und Tiefbau,2011Q4
7291.4,Arbeitnehmer,..... Hoch- und Tiefbau,2012Q1
7732.7,Arbeitnehmer,..... Hoch- und Tiefbau,2012Q2
7906.6,Arbeitnehmer,..... Hoch- und Tiefbau,2012Q3
7727.5,Arbeitnehmer,..... Hoch- und Tiefbau,2012Q4
7767.7,Arbeitnehmer,..... Hoch- und Tiefbau,2013Q1
8234,Arbeitnehmer,..... Hoch- und Tiefbau,2013Q2
8334.6,Arbeitnehmer,..... Hoch- und Tiefbau,2013Q3
8099.1,Arbeitnehmer,..... Hoch- und Tiefbau,2013Q4
8212.2,Arbeitnehmer,..... Hoch- und Tiefbau,2014Q1
8502,Arbeitnehmer,..... Hoch- und Tiefbau,2014Q2
8593.1,Arbeitnehmer,..... Hoch- und Tiefbau,2014Q3
8443.8,Arbeitnehmer,..... Hoch- und Tiefbau,2014Q4
8525.2,Arbeitnehmer,..... Hoch- und Tiefbau,2015Q1
8716,Arbeitnehmer,..... Hoch- und Tiefbau,2015Q2
8720.6,Arbeitnehmer,..... Hoch- und Tiefbau,2015Q3
8526.7,Arbeitnehmer,..... Hoch- und Tiefbau,2015Q4
8561.6,Arbeitnehmer,..... Hoch- und Tiefbau,2016Q1
8663.7,Arbeitnehmer,..... Hoch- und Tiefbau,2016Q2
8687,Arbeitnehmer,..... Hoch- und Tiefbau,2016Q3
10714.1,Arbeitnehmer,..... Sonstiges Baugewerbe,2002Q1
10813.1,Arbeitnehmer,..... Sonstiges Baugewerbe,2002Q2
10913.6,Arbeitnehmer,..... Sonstiges Baugewerbe,2002Q3
10661.5,Arbeitnehmer,..... Sonstiges Baugewerbe,2002Q4
10619.4,Arbeitnehmer,..... Sonstiges Baugewerbe,2003Q1
10933.7,Arbeitnehmer,..... Sonstiges Baugewerbe,2003Q2
11043.7,Arbeitnehmer,..... Sonstiges Baugewerbe,2003Q3
10654.3,Arbeitnehmer,..... Sonstiges Baugewerbe,2003Q4
10690.9,Arbeitnehmer,..... Sonstiges Baugewerbe,2004Q1
11242.2,Arbeitnehmer,..... Sonstiges Baugewerbe,2004Q2
11104.1,Arbeitnehmer,..... Sonstiges Baugewerbe,2004Q3
10676.6,Arbeitnehmer,..... Sonstiges Baugewerbe,2004Q4
10853.5,Arbeitnehmer,..... Sonstiges Baugewerbe,2005Q1
11032.3,Arbeitnehmer,..... Sonstiges Baugewerbe,2005Q2
10973.8,Arbeitnehmer,..... Sonstiges Baugewerbe,2005Q3
10628.5,Arbeitnehmer,..... Sonstiges Baugewerbe,2005Q4
10766,Arbeitnehmer,..... Sonstiges Baugewerbe,2006Q1
11167.9,Arbeitnehmer,..... Sonstiges Baugewerbe,2006Q2
11478.1,Arbeitnehmer,..... Sonstiges Baugewerbe,2006Q3
11112.7,Arbeitnehmer,..... Sonstiges Baugewerbe,2006Q4
11430,Arbeitnehmer,..... Sonstiges Baugewerbe,2007Q1
11772.2,Arbeitnehmer,..... Sonstiges Baugewerbe,2007Q2
11939.9,Arbeitnehmer,..... Sonstiges Baugewerbe,2007Q3
11421.1,Arbeitnehmer,..... Sonstiges Baugewerbe,2007Q4
11720,Arbeitnehmer,..... Sonstiges Baugewerbe,2008Q1
12251.1,Arbeitnehmer,..... Sonstiges Baugewerbe,2008Q2
12384.8,Arbeitnehmer,..... Sonstiges Baugewerbe,2008Q3
11707.7,Arbeitnehmer,..... Sonstiges Baugewerbe,2008Q4
11768.8,Arbeitnehmer,..... Sonstiges Baugewerbe,2009Q1
12090.1,Arbeitnehmer,..... Sonstiges Baugewerbe,2009Q2
12120.3,Arbeitnehmer,..... Sonstiges Baugewerbe,2009Q3
11883.3,Arbeitnehmer,..... Sonstiges Baugewerbe,2009Q4
12201.4,Arbeitnehmer,..... Sonstiges Baugewerbe,2010Q1
12758.8,Arbeitnehmer,..... Sonstiges Baugewerbe,2010Q2
12933.7,Arbeitnehmer,..... Sonstiges Baugewerbe,2010Q3
12518.9,Arbeitnehmer,..... Sonstiges Baugewerbe,2010Q4
12760,Arbeitnehmer,..... Sonstiges Baugewerbe,2011Q1
13485.4,Arbeitnehmer,..... Sonstiges Baugewerbe,2011Q2
13774.9,Arbeitnehmer,..... Sonstiges Baugewerbe,2011Q3
13459.3,Arbeitnehmer,..... Sonstiges Baugewerbe,2011Q4
13592.4,Arbeitnehmer,..... Sonstiges Baugewerbe,2012Q1
14176.5,Arbeitnehmer,..... Sonstiges Baugewerbe,2012Q2
14657,Arbeitnehmer,..... Sonstiges Baugewerbe,2012Q3
14334.4,Arbeitnehmer,..... Sonstiges Baugewerbe,2012Q4
14360.7,Arbeitnehmer,..... Sonstiges Baugewerbe,2013Q1
15102,Arbeitnehmer,..... Sonstiges Baugewerbe,2013Q2
15391.4,Arbeitnehmer,..... Sonstiges Baugewerbe,2013Q3
14800.7,Arbeitnehmer,..... Sonstiges Baugewerbe,2013Q4
15034.6,Arbeitnehmer,..... Sonstiges Baugewerbe,2014Q1
15427,Arbeitnehmer,..... Sonstiges Baugewerbe,2014Q2
15548,Arbeitnehmer,..... Sonstiges Baugewerbe,2014Q3
15228.1,Arbeitnehmer,..... Sonstiges Baugewerbe,2014Q4
15421.2,Arbeitnehmer,..... Sonstiges Baugewerbe,2015Q1
15775.2,Arbeitnehmer,..... Sonstiges Baugewerbe,2015Q2
15803.1,Arbeitnehmer,..... Sonstiges Baugewerbe,2015Q3
15478.9,Arbeitnehmer,..... Sonstiges Baugewerbe,2015Q4
15522.8,Arbeitnehmer,..... Sonstiges Baugewerbe,2016Q1
15730.9,Arbeitnehmer,..... Sonstiges Baugewerbe,2016Q2
15778.7,Arbeitnehmer,..... Sonstiges Baugewerbe,2016Q3
84065.2,Arbeitnehmer,- Tertiärsektor,2002Q1
84985.9,Arbeitnehmer,- Tertiärsektor,2002Q2
86139,Arbeitnehmer,- Tertiärsektor,2002Q3
87682.9,Arbeitnehmer,- Tertiärsektor,2002Q4
89748.1,Arbeitnehmer,- Tertiärsektor,2003Q1
90993.9,Arbeitnehmer,- Tertiärsektor,2003Q2
92557.3,Arbeitnehmer,- Tertiärsektor,2003Q3
93388.7,Arbeitnehmer,- Tertiärsektor,2003Q4
94607.3,Arbeitnehmer,- Tertiärsektor,2004Q1
98373.6,Arbeitnehmer,- Tertiärsektor,2004Q2
97180,Arbeitnehmer,- Tertiärsektor,2004Q3
98038.9,Arbeitnehmer,- Tertiärsektor,2004Q4
99428.8,Arbeitnehmer,- Tertiärsektor,2005Q1
99636.4,Arbeitnehmer,- Tertiärsektor,2005Q2
98825.5,Arbeitnehmer,- Tertiärsektor,2005Q3
101204.1,Arbeitnehmer,- Tertiärsektor,2005Q4
102934.3,Arbeitnehmer,- Tertiärsektor,2006Q1
105318.7,Arbeitnehmer,- Tertiärsektor,2006Q2
109078,Arbeitnehmer,- Tertiärsektor,2006Q3
111604.7,Arbeitnehmer,- Tertiärsektor,2006Q4
113977.4,Arbeitnehmer,- Tertiärsektor,2007Q1
117246.9,Arbeitnehmer,- Tertiärsektor,2007Q2
119194.3,Arbeitnehmer,- Tertiärsektor,2007Q3
120378.2,Arbeitnehmer,- Tertiärsektor,2007Q4
122494.6,Arbeitnehmer,- Tertiärsektor,2008Q1
124844.5,Arbeitnehmer,- Tertiärsektor,2008Q2
125115.8,Arbeitnehmer,- Tertiärsektor,2008Q3
125487.6,Arbeitnehmer,- Tertiärsektor,2008Q4
126998.8,Arbeitnehmer,- Tertiärsektor,2009Q1
129291.5,Arbeitnehmer,- Tertiärsektor,2009Q2
129385.1,Arbeitnehmer,- Tertiärsektor,2009Q3
131324.2,Arbeitnehmer,- Tertiärsektor,2009Q4
133696.4,Arbeitnehmer,- Tertiärsektor,2010Q1
137412,Arbeitnehmer,- Tertiärsektor,2010Q2
138851.2,Arbeitnehmer,- Tertiärsektor,2010Q3
140474.2,Arbeitnehmer,- Tertiärsektor,2010Q4
142997.9,Arbeitnehmer,- Tertiärsektor,2011Q1
146784.3,Arbeitnehmer,- Tertiärsektor,2011Q2
150499.4,Arbeitnehmer,- Tertiärsektor,2011Q3
151850.5,Arbeitnehmer,- Tertiärsektor,2011Q4
154809.7,Arbeitnehmer,- Tertiärsektor,2012Q1
157706.3,Arbeitnehmer,- Tertiärsektor,2012Q2
161248.5,Arbeitnehmer,- Tertiärsektor,2012Q3
