Wert,Erwerbsstatus,Wirtschaftsabschnitt,Quartal
7778.8,Erwerbsstatus - Total,..... Maschinenbau,2015Q1
7788.6,Erwerbsstatus - Total,..... Maschinenbau,2015Q2
7770.8,Erwerbsstatus - Total,..... Maschinenbau,2015Q3
7781.7,Erwerbsstatus - Total,..... Maschinenbau,2015Q4
7852.5,Erwerbsstatus - Total,..... Maschinenbau,2016Q1
7804.9,Erwerbsstatus - Total,..... Maschinenbau,2016Q2
7832.7,Erwerbsstatus - Total,..... Maschinenbau,2016Q3
479.5,Erwerbsstatus - Total,..... Fahrzeugbau,2002Q1
469.1,Erwerbsstatus - Total,..... Fahrzeugbau,2002Q2
462.4,Erwerbsstatus - Total,..... Fahrzeugbau,2002Q3
456.7,Erwerbsstatus - Total,..... Fahrzeugbau,2002Q4
446.3,Erwerbsstatus - Total,..... Fahrzeugbau,2003Q1
441.6,Erwerbsstatus - Total,..... Fahrzeugbau,2003Q2
442.6,Erwerbsstatus - Total,..... Fahrzeugbau,2003Q3
429.2,Erwerbsstatus - Total,..... Fahrzeugbau,2003Q4
434.9,Erwerbsstatus - Total,..... Fahrzeugbau,2004Q1
439.3,Erwerbsstatus - Total,..... Fahrzeugbau,2004Q2
427.1,Erwerbsstatus - Total,..... Fahrzeugbau,2004Q3
429.9,Erwerbsstatus - Total,..... Fahrzeugbau,2004Q4
429.2,Erwerbsstatus - Total,..... Fahrzeugbau,2005Q1
419,Erwerbsstatus - Total,..... Fahrzeugbau,2005Q2
410,Erwerbsstatus - Total,..... Fahrzeugbau,2005Q3
408.9,Erwerbsstatus - Total,..... Fahrzeugbau,2005Q4
413.5,Erwerbsstatus - Total,..... Fahrzeugbau,2006Q1
419.7,Erwerbsstatus - Total,..... Fahrzeugbau,2006Q2
431.6,Erwerbsstatus - Total,..... Fahrzeugbau,2006Q3
441.5,Erwerbsstatus - Total,..... Fahrzeugbau,2006Q4
454.3,Erwerbsstatus - Total,..... Fahrzeugbau,2007Q1
462.3,Erwerbsstatus - Total,..... Fahrzeugbau,2007Q2
469.5,Erwerbsstatus - Total,..... Fahrzeugbau,2007Q3
464,Erwerbsstatus - Total,..... Fahrzeugbau,2007Q4
471.1,Erwerbsstatus - Total,..... Fahrzeugbau,2008Q1
474,Erwerbsstatus - Total,..... Fahrzeugbau,2008Q2
471.8,Erwerbsstatus - Total,..... Fahrzeugbau,2008Q3
469.2,Erwerbsstatus - Total,..... Fahrzeugbau,2008Q4
483.4,Erwerbsstatus - Total,..... Fahrzeugbau,2009Q1
476.3,Erwerbsstatus - Total,..... Fahrzeugbau,2009Q2
471.5,Erwerbsstatus - Total,..... Fahrzeugbau,2009Q3
466.1,Erwerbsstatus - Total,..... Fahrzeugbau,2009Q4
464.8,Erwerbsstatus - Total,..... Fahrzeugbau,2010Q1
469.6,Erwerbsstatus - Total,..... Fahrzeugbau,2010Q2
477,Erwerbsstatus - Total,..... Fahrzeugbau,2010Q3
468.9,Erwerbsstatus - Total,..... Fahrzeugbau,2010Q4
476.5,Erwerbsstatus - Total,..... Fahrzeugbau,2011Q1
499.1,Erwerbsstatus - Total,..... Fahrzeugbau,2011Q2
517.6,Erwerbsstatus - Total,..... Fahrzeugbau,2011Q3
497,Erwerbsstatus - Total,..... Fahrzeugbau,2011Q4
505.4,Erwerbsstatus - Total,..... Fahrzeugbau,2012Q1
510.8,Erwerbsstatus - Total,..... Fahrzeugbau,2012Q2
513.5,Erwerbsstatus - Total,..... Fahrzeugbau,2012Q3
511.7,Erwerbsstatus - Total,..... Fahrzeugbau,2012Q4
502.8,Erwerbsstatus - Total,..... Fahrzeugbau,2013Q1
524.1,Erwerbsstatus - Total,..... Fahrzeugbau,2013Q2
524.6,Erwerbsstatus - Total,..... Fahrzeugbau,2013Q3
521.4,Erwerbsstatus - Total,..... Fahrzeugbau,2013Q4
524,Erwerbsstatus - Total,..... Fahrzeugbau,2014Q1
521.5,Erwerbsstatus - Total,..... Fahrzeugbau,2014Q2
526.1,Erwerbsstatus - Total,..... Fahrzeugbau,2014Q3
536.2,Erwerbsstatus - Total,..... Fahrzeugbau,2014Q4
538.8,Erwerbsstatus - Total,..... Fahrzeugbau,2015Q1
536.2,Erwerbsstatus - Total,..... Fahrzeugbau,2015Q2
540.9,Erwerbsstatus - Total,..... Fahrzeugbau,2015Q3
540.2,Erwerbsstatus - Total,..... Fahrzeugbau,2015Q4
549.1,Erwerbsstatus - Total,..... Fahrzeugbau,2016Q1
540.9,Erwerbsstatus - Total,..... Fahrzeugbau,2016Q2
536.5,Erwerbsstatus - Total,..... Fahrzeugbau,2016Q3
5455.1,Erwerbsstatus - Total,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2002Q1
5492.5,Erwerbsstatus - Total,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2002Q2
5509.6,Erwerbsstatus - Total,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2002Q3
5515,Erwerbsstatus - Total,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2002Q4
5539.2,Erwerbsstatus - Total,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2003Q1
5549.9,Erwerbsstatus - Total,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2003Q2
5536,Erwerbsstatus - Total,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2003Q3
5494.9,Erwerbsstatus - Total,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2003Q4
5552.4,Erwerbsstatus - Total,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2004Q1
5613.9,Erwerbsstatus - Total,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2004Q2
5592.1,Erwerbsstatus - Total,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2004Q3
5646.6,Erwerbsstatus - Total,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2004Q4
5731,Erwerbsstatus - Total,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2005Q1
5830.5,Erwerbsstatus - Total,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2005Q2
5817.2,Erwerbsstatus - Total,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2005Q3
5904,Erwerbsstatus - Total,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2005Q4
5992,Erwerbsstatus - Total,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2006Q1
6195.7,Erwerbsstatus - Total,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2006Q2
6412.8,Erwerbsstatus - Total,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2006Q3
6560.8,Erwerbsstatus - Total,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2006Q4
6781.4,Erwerbsstatus - Total,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2007Q1
6988.1,Erwerbsstatus - Total,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2007Q2
7158.7,Erwerbsstatus - Total,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2007Q3
7345.1,Erwerbsstatus - Total,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2007Q4
7576,Erwerbsstatus - Total,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2008Q1
7756.5,Erwerbsstatus - Total,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2008Q2
7831.4,Erwerbsstatus - Total,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2008Q3
7864.6,Erwerbsstatus - Total,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2008Q4
7784.8,Erwerbsstatus - Total,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2009Q1
7735.3,Erwerbsstatus - Total,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2009Q2
7571.6,Erwerbsstatus - Total,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2009Q3
7524.6,Erwerbsstatus - Total,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2009Q4
7505,Erwerbsstatus - Total,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2010Q1
7579.1,Erwerbsstatus - Total,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2010Q2
7616.3,Erwerbsstatus - Total,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2010Q3
7743.3,Erwerbsstatus - Total,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2010Q4
8004.5,Erwerbsstatus - Total,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2011Q1
8208.7,Erwerbsstatus - Total,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2011Q2
8298.6,Erwerbsstatus - Total,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2011Q3
8416.1,Erwerbsstatus - Total,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2011Q4
8638.3,Erwerbsstatus - Total,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2012Q1
8810.8,Erwerbsstatus - Total,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2012Q2
8879,Erwerbsstatus - Total,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2012Q3
8976.1,Erwerbsstatus - Total,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2012Q4
9037.9,Erwerbsstatus - Total,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2013Q1
9133.7,Erwerbsstatus - Total,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2013Q2
9179.8,Erwerbsstatus - Total,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2013Q3
9245.3,Erwerbsstatus - Total,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2013Q4
9294.5,Erwerbsstatus - Total,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2014Q1
9402,Erwerbsstatus - Total,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2014Q2
9438,Erwerbsstatus - Total,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2014Q3
9499.7,Erwerbsstatus - Total,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2014Q4
9521.5,Erwerbsstatus - Total,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2015Q1
9516.5,Erwerbsstatus - Total,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2015Q2
9453.2,Erwerbsstatus - Total,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2015Q3
9470.5,Erwerbsstatus - Total,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2015Q4
9446.3,Erwerbsstatus - Total,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2016Q1
9396.7,Erwerbsstatus - Total,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2016Q2
9344.8,Erwerbsstatus - Total,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2016Q3
372.4,Erwerbsstatus - Total,> Energieversorgung,2002Q1
387.5,Erwerbsstatus - Total,> Energieversorgung,2002Q2
386.5,Erwerbsstatus - Total,> Energieversorgung,2002Q3
387.3,Erwerbsstatus - Total,> Energieversorgung,2002Q4
383.8,Erwerbsstatus - Total,> Energieversorgung,2003Q1
392.7,Erwerbsstatus - Total,> Energieversorgung,2003Q2
393.7,Erwerbsstatus - Total,> Energieversorgung,2003Q3
397.2,Erwerbsstatus - Total,> Energieversorgung,2003Q4
396.2,Erwerbsstatus - Total,> Energieversorgung,2004Q1
416,Erwerbsstatus - Total,> Energieversorgung,2004Q2
389.2,Erwerbsstatus - Total,> Energieversorgung,2004Q3
387.2,Erwerbsstatus - Total,> Energieversorgung,2004Q4
392.4,Erwerbsstatus - Total,> Energieversorgung,2005Q1
382.5,Erwerbsstatus - Total,> Energieversorgung,2005Q2
357.6,Erwerbsstatus - Total,> Energieversorgung,2005Q3
363.6,Erwerbsstatus - Total,> Energieversorgung,2005Q4
365.7,Erwerbsstatus - Total,> Energieversorgung,2006Q1
398.7,Erwerbsstatus - Total,> Energieversorgung,2006Q2
418.8,Erwerbsstatus - Total,> Energieversorgung,2006Q3
455.2,Erwerbsstatus - Total,> Energieversorgung,2006Q4
465.2,Erwerbsstatus - Total,> Energieversorgung,2007Q1
508.4,Erwerbsstatus - Total,> Energieversorgung,2007Q2
496,Erwerbsstatus - Total,> Energieversorgung,2007Q3
501.4,Erwerbsstatus - Total,> Energieversorgung,2007Q4
512.3,Erwerbsstatus - Total,> Energieversorgung,2008Q1
530.7,Erwerbsstatus - Total,> Energieversorgung,2008Q2
525.2,Erwerbsstatus - Total,> Energieversorgung,2008Q3
522.4,Erwerbsstatus - Total,> Energieversorgung,2008Q4
527.2,Erwerbsstatus - Total,> Energieversorgung,2009Q1
626.3,Erwerbsstatus - Total,> Energieversorgung,2009Q2
631,Erwerbsstatus - Total,> Energieversorgung,2009Q3
639.8,Erwerbsstatus - Total,> Energieversorgung,2009Q4
676.1,Erwerbsstatus - Total,> Energieversorgung,2010Q1
718.7,Erwerbsstatus - Total,> Energieversorgung,2010Q2
760.6,Erwerbsstatus - Total,> Energieversorgung,2010Q3
746.9,Erwerbsstatus - Total,> Energieversorgung,2010Q4
747.1,Erwerbsstatus - Total,> Energieversorgung,2011Q1
775.2,Erwerbsstatus - Total,> Energieversorgung,2011Q2
806.8,Erwerbsstatus - Total,> Energieversorgung,2011Q3
829.7,Erwerbsstatus - Total,> Energieversorgung,2011Q4
844.4,Erwerbsstatus - Total,> Energieversorgung,2012Q1
876.4,Erwerbsstatus - Total,> Energieversorgung,2012Q2
891.2,Erwerbsstatus - Total,> Energieversorgung,2012Q3
905.3,Erwerbsstatus - Total,> Energieversorgung,2012Q4
927.6,Erwerbsstatus - Total,> Energieversorgung,2013Q1
949.5,Erwerbsstatus - Total,> Energieversorgung,2013Q2
970,Erwerbsstatus - Total,> Energieversorgung,2013Q3
959.6,Erwerbsstatus - Total,> Energieversorgung,2013Q4
973.4,Erwerbsstatus - Total,> Energieversorgung,2014Q1
982.8,Erwerbsstatus - Total,> Energieversorgung,2014Q2
984.3,Erwerbsstatus - Total,> Energieversorgung,2014Q3
1007.3,Erwerbsstatus - Total,> Energieversorgung,2014Q4
1002.1,Erwerbsstatus - Total,> Energieversorgung,2015Q1
1013.3,Erwerbsstatus - Total,> Energieversorgung,2015Q2
1031.5,Erwerbsstatus - Total,> Energieversorgung,2015Q3
1031.9,Erwerbsstatus - Total,> Energieversorgung,2015Q4
1020.5,Erwerbsstatus - Total,> Energieversorgung,2016Q1
1025.7,Erwerbsstatus - Total,> Energieversorgung,2016Q2
1044.3,Erwerbsstatus - Total,> Energieversorgung,2016Q3
112.5,Erwerbsstatus - Total,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2002Q1
113.4,Erwerbsstatus - Total,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2002Q2
108.8,Erwerbsstatus - Total,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2002Q3
106,Erwerbsstatus - Total,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2002Q4
118,Erwerbsstatus - Total,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2003Q1
124.4,Erwerbsstatus - Total,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2003Q2
120.8,Erwerbsstatus - Total,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2003Q3
118.9,Erwerbsstatus - Total,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2003Q4
120.7,Erwerbsstatus - Total,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2004Q1
120.7,Erwerbsstatus - Total,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2004Q2
123.4,Erwerbsstatus - Total,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2004Q3
130.1,Erwerbsstatus - Total,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2004Q4
134,Erwerbsstatus - Total,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2005Q1
135.4,Erwerbsstatus - Total,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2005Q2
132.3,Erwerbsstatus - Total,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2005Q3
131.4,Erwerbsstatus - Total,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2005Q4
137.4,Erwerbsstatus - Total,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2006Q1
144.8,Erwerbsstatus - Total,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2006Q2
157.1,Erwerbsstatus - Total,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2006Q3
144.8,Erwerbsstatus - Total,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2006Q4
147.4,Erwerbsstatus - Total,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2007Q1
173.1,Erwerbsstatus - Total,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2007Q2
154.7,Erwerbsstatus - Total,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2007Q3
159.4,Erwerbsstatus - Total,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2007Q4
165.2,Erwerbsstatus - Total,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2008Q1
155.4,Erwerbsstatus - Total,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2008Q2
160.3,Erwerbsstatus - Total,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2008Q3
156.3,Erwerbsstatus - Total,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2008Q4
169.8,Erwerbsstatus - Total,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2009Q1
177.3,Erwerbsstatus - Total,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2009Q2
161.2,Erwerbsstatus - Total,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2009Q3
187.8,Erwerbsstatus - Total,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2009Q4
185.7,Erwerbsstatus - Total,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2010Q1
209.2,Erwerbsstatus - Total,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2010Q2
204.7,Erwerbsstatus - Total,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2010Q3
196.7,Erwerbsstatus - Total,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2010Q4
220.4,Erwerbsstatus - Total,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2011Q1
218,Erwerbsstatus - Total,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2011Q2
213.2,Erwerbsstatus - Total,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2011Q3
211.8,Erwerbsstatus - Total,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2011Q4
243.5,Erwerbsstatus - Total,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2012Q1
221.5,Erwerbsstatus - Total,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2012Q2
221.3,Erwerbsstatus - Total,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2012Q3
231.5,Erwerbsstatus - Total,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2012Q4
215.9,Erwerbsstatus - Total,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2013Q1
224.3,Erwerbsstatus - Total,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2013Q2
221.8,Erwerbsstatus - Total,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2013Q3
234.1,Erwerbsstatus - Total,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2013Q4
235.7,Erwerbsstatus - Total,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2014Q1
235.8,Erwerbsstatus - Total,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2014Q2
247.1,Erwerbsstatus - Total,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2014Q3
229.1,Erwerbsstatus - Total,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2014Q4
244.5,Erwerbsstatus - Total,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2015Q1
257.4,Erwerbsstatus - Total,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2015Q2
255.8,Erwerbsstatus - Total,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2015Q3
278.3,Erwerbsstatus - Total,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2015Q4
286.8,Erwerbsstatus - Total,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2016Q1
272.2,Erwerbsstatus - Total,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2016Q2
286,Erwerbsstatus - Total,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2016Q3
16304.2,Erwerbsstatus - Total,> Baugewerbe/Bau,2002Q1
16465.9,Erwerbsstatus - Total,> Baugewerbe/Bau,2002Q2
16625.2,Erwerbsstatus - Total,> Baugewerbe/Bau,2002Q3
16226.6,Erwerbsstatus - Total,> Baugewerbe/Bau,2002Q4
16173.4,Erwerbsstatus - Total,> Baugewerbe/Bau,2003Q1
16634.7,Erwerbsstatus - Total,> Baugewerbe/Bau,2003Q2
16832.2,Erwerbsstatus - Total,> Baugewerbe/Bau,2003Q3
16200.9,Erwerbsstatus - Total,> Baugewerbe/Bau,2003Q4
16292.5,Erwerbsstatus - Total,> Baugewerbe/Bau,2004Q1
17132.9,Erwerbsstatus - Total,> Baugewerbe/Bau,2004Q2
16907.3,Erwerbsstatus - Total,> Baugewerbe/Bau,2004Q3
16270,Erwerbsstatus - Total,> Baugewerbe/Bau,2004Q4
16593,Erwerbsstatus - Total,> Baugewerbe/Bau,2005Q1
16845.2,Erwerbsstatus - Total,> Baugewerbe/Bau,2005Q2
16780,Erwerbsstatus - Total,> Baugewerbe/Bau,2005Q3
16253.5,Erwerbsstatus - Total,> Baugewerbe/Bau,2005Q4
16474.7,Erwerbsstatus - Total,> Baugewerbe/Bau,2006Q1
17089.4,Erwerbsstatus - Total,> Baugewerbe/Bau,2006Q2
17575.8,Erwerbsstatus - Total,> Baugewerbe/Bau,2006Q3
17096.4,Erwerbsstatus - Total,> Baugewerbe/Bau,2006Q4
17587.9,Erwerbsstatus - Total,> Baugewerbe/Bau,2007Q1
18215.5,Erwerbsstatus - Total,> Baugewerbe/Bau,2007Q2
18535,Erwerbsstatus - Total,> Baugewerbe/Bau,2007Q3
17734.8,Erwerbsstatus - Total,> Baugewerbe/Bau,2007Q4
18172.8,Erwerbsstatus - Total,> Baugewerbe/Bau,2008Q1
19044.8,Erwerbsstatus - Total,> Baugewerbe/Bau,2008Q2
19231.6,Erwerbsstatus - Total,> Baugewerbe/Bau,2008Q3
18194.7,Erwerbsstatus - Total,> Baugewerbe/Bau,2008Q4
18294.2,Erwerbsstatus - Total,> Baugewerbe/Bau,2009Q1
18804.1,Erwerbsstatus - Total,> Baugewerbe/Bau,2009Q2
18863.3,Erwerbsstatus - Total,> Baugewerbe/Bau,2009Q3
